idcar_nat,tmaille,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS5490RES1000mN1622000E711000,1000,1004.5,484.1,174,210.1,27.9,202.1,123.9,19584047.9,37007,261.9,222.2,11.9,65.1,78.8,286.1,42.2,99,32,21.1,60.4,91.6,74.1,124.8,220.7,157,159.9,62.9,0
CRS5490RES1000mN1622000E712000,1000,774,326.1,124,101,20.8,149,98.9,14484701.4,26178.9,173,153.1,2,17.8,33,253.1,20.2,107,30.1,14.5,53.2,92.6,61,94.8,181.9,124.9,95,24,2
CRS5490RES1000mN1622000E713000,1000,384,187,40,81.1,10,108,36,9090886.6,15292.1,85,102,1.8,18,34.2,120,13,0,24,5,27,29,22,59.9,75.9,51.1,71.1,19,0
CRS5490RES1000mN1622000E716000,1000,234.5,107.2,35.8,36,5.9,19.9,39.9,4639579.6,8360.1,84.2,23,1.2,0,4,102,0,77,9.9,2.8,14.2,33.5,23.1,30.9,66,36.8,16.2,1.1,0
CRS5490RES1000mN1622000E717000,1000,749.5,328.9,90,108.9,21.2,131.1,102.9,14939042.7,26234.1,159.7,169.2,6.7,30.2,57,214.9,20.1,0,31.2,31.3,63.5,74,44.8,124.9,137.2,115.7,105,21.9,0
CRS5490RES1000mN1622000E718000,1000,184.5,88.8,23,34,3.8,61.1,11.9,4343020.9,8438.1,29.1,59.7,4,5.2,27,49.6,3,0,5,3.2,10.7,13,9.2,24,38.6,34.7,29.2,16.9,0
CRS5490RES1000mN1622000E719000,1000,586.5,258,83.2,89.2,20.1,169,34.1,11605348.1,21224.9,59.9,198.1,1.7,41.2,78.9,120,16.2,0,13.9,11,26.6,48.4,34.3,74.9,126.9,109.2,113.1,27.2,1
CRS5490RES1000mN1622000E720000,1000,489,220.1,80.1,91.8,18,144,28.1,9820275.8,18094.3,45,175.1,8,40.2,49,98.9,24,0,8.6,8.5,25.7,38,30.1,51.1,111.9,102.9,68.1,44.1,0
CRS5490RES1000mN1622000E721000,1000,228,112,36.9,54.8,6,72.1,16,5107743.9,8779,17,95,0,24,23,40,25,0,9.9,3,14.4,12.4,11.1,20.1,46.1,43.9,46.1,21,0
CRS5490RES1000mN1622000E722000,1000,103.5,47,15.9,18.9,4.1,29,9.1,2139894.1,4264,10,37,1,9.1,10,25.9,1,0,4.5,4,7,10.1,5.1,10.1,19.9,11.9,24,5.9,1
CRS5490RES1000mN1623000E708000,1000,320,151.2,56,59,7.1,101,25.1,5860355.2,11750,25.9,125.3,2,26.1,26.9,82.2,14,0,6.9,0.9,10.1,29.2,12.2,34.8,66.1,75.3,59.9,24.6,0
CRS5490RES1000mN1623000E709000,1000,505.5,229,90.9,89.1,16.1,160.1,36.1,9201563.4,20157.1,47.9,181.1,3.8,22.9,23.1,123.2,56,0,10.8,7.1,30,46,25.5,42.9,107.1,93.1,102.9,39.1,1
CRS5490RES1000mN1623000E710000,1000,507.5,239,70,95.8,10.1,158.2,46.7,10785974.4,21134.9,62.1,176.9,11.3,22,56.1,137.8,11.8,20,10.7,8.1,30,47.6,22.9,67.9,99.1,105.1,81.1,34,1
CRS5490RES1000mN1623000E711000,1000,825.5,376.9,86.9,152.8,25.2,201.9,79.1,17645232.6,31317.8,130,246.9,8,47.9,69.7,221.2,30.1,5.9,19.7,13.4,62.4,68.6,56.7,76.8,161.2,141.8,162.8,62.1,0
CRS5490RES1000mN1623000E712000,1000,485,237,53.9,92.9,7,126.1,50.1,10987322.1,20507,142.1,94.9,0,6.8,35.1,188.9,6.2,37,16,9.1,18.4,41.5,32,61.9,84.1,73.1,128.1,20.8,0
CRS5490RES1000mN1623000E713000,1000,801.5,352,104.9,119,26,118.9,102,15101200.3,28710,253.1,98.9,6,10.9,25.9,270.2,39,184,28.5,24,66,75,54.1,123.1,155.9,151,101.9,22,0
CRS5490RES1000mN1623000E716000,1000,322,134,46,54.1,17,82.9,21.9,6266190.7,10888.1,27,107,0,17,15.8,77.2,24,1,7,6,12.6,28.5,24.1,45.1,75.9,66.1,35.8,20.9,0
CRS5490RES1000mN1623000E717000,1000,281.5,136.1,59,57.1,8,86,21,5721824.6,12152.9,39.1,97,4,24.1,34.9,62.1,11,0,8,4,12.1,18.5,19,28,71.9,60,40,20,0
CRS5490RES1000mN1623000E718000,1000,230.5,106.1,26.9,42.1,5,87.1,14,5020007.6,9747,17.9,88.2,3.1,16,24.1,56.9,6,0,3,2,9.9,19.3,14,13,66.1,46.9,44.1,11.2,1
CRS5490RES1000mN1623000E719000,1000,288,127.9,31.1,38.1,7,102,16.1,7412194.5,11595.1,17.9,110,1,8,28.8,75.1,15,0,12,8,10.1,20,20.1,36.9,58,52,60.9,10,0
CRS5490RES1000mN1623000E720000,1000,344.5,170,28,75.9,7,51,50,8445753.3,12022,130,40,0,1,5,162,2,0,22.5,12.9,35.5,33.5,26.9,87,65,40.1,17,3.1,1
CRS5490RES1000mN1623000E721000,1000,1473,754.1,200.1,356.1,30,414,130.1,32557221.9,62963,329.1,425,30,112,205,390,17.1,64,47.6,31.5,69,103.9,82,142.9,264.1,263.9,336.1,132,0
CRS5490RES1000mN1623000E722000,1000,93,58,22,36,1,26,11,1828605.8,4503.9,27.1,30.9,4,6,10,34,4,2,2,2,6,6,4,8.9,21,22,12,9.1,0
CRS5490RES1000mN1623000E723000,1000,83,44,11,20,1,32,8,1800684.9,4026,7,37,0,4,10,28,2,0,3,0,0,5,5,15,14,24,11,6,0
CRS5490RES1000mN1624000E712000,1000,349,157.2,52.9,59,11.9,97,30.1,6654546.3,13200.9,35,122.2,2,23.1,32,71.1,29,0,10.9,4.9,15,32.1,16.9,46,60,79.2,59,25,0
CRS5490RES1000mN1624000E713000,1000,390,172,52.9,69.9,14.1,93,32.3,7784264.6,14411.2,55,117,5.9,27.9,25.9,103,9.3,29,10.1,4,23.1,47.9,25.9,49,80.9,73.2,52.9,23,0
CRS5490RES1000mN1624000E714000,1000,199,92.9,31,41.1,6.1,59.9,13.1,4170777,8132,7.9,85,10.1,21.1,20.8,38.8,2.1,0,3,2.1,8.9,11,11.9,23,40.9,37,42,19.2,0
CRS5490RES1000mN1624000E715000,1000,358,151.8,51.9,58.1,12.1,104.3,27,6840842.1,12232,14.9,136.9,5.8,16.6,29.1,78.1,22.2,0,9.9,3.7,25,27,21.1,42.1,76.1,70.1,55.7,27.3,0
CRS5490RES1000mN1624000E716000,1000,204.5,93.8,37.1,40,8.6,60.9,15.1,3873797.5,8050.2,16.9,76.9,0.9,12.8,9.9,49,21.2,0,6,1.8,7,12.5,9.9,30.1,46.2,42.9,30,18.1,0
CRS5490RES1000mN1624000E717000,1000,244,113,34.8,36.1,5,73,25,5148093.7,9547,21.9,91.1,0.9,22,28,62.1,0,0,7.1,6.9,13,13.1,10.1,34.9,40.8,55,52,11.1,0
CRS5490RES1000mN1624000E718000,1000,561.5,258.8,81,97.9,14.9,176.2,46.2,11115332.6,20917.2,54.1,204.7,10.9,40.9,54.1,110.9,42,0,19.7,8.9,23.9,46.9,35.2,62.9,116.1,93,117.9,37,0
CRS5490RES1000mN1624000E719000,1000,561,246,83,84.1,14.1,164.9,28.9,11145051,21091.8,65.1,180.9,5.1,42.2,61,127.7,10,0,13,5,17.9,50,40.2,41,138.9,111.8,98.2,38,7
CRS5490RES1000mN1624000E720000,1000,494,206,57.1,56,16.9,133,69.8,10640105.1,19004.9,56.1,149.9,3,14,26.8,105.9,56.3,0,26,13.3,30.1,60.4,22.9,66.9,116.1,62,71.1,24.2,1
CRS5490RES1000mN1624000E721000,1000,1075.5,490.1,122.2,169.1,22.9,185.9,119.8,23291078.9,40289.2,282,208.1,6.8,40.9,96.2,339.2,7,226,25.9,17.6,65.1,115.1,72.9,140,194.8,237.1,169.9,37.1,0
CRS5490RES1000mN1624000E722000,1000,2217,948,362,284,56,281.1,391,37617294.3,70158,618.1,329.9,2.9,26.2,177.9,702,39,534,88.5,59.6,180.8,287,190.1,359.1,517.1,275,202.9,48.9,8
CRS5490RES1000mN1624000E723000,1000,110,56,14,28,2,38,6,2358164.1,4528,23,33,0,4,19,31,2,1,0,1,8,13,5,11,24,23,22,3,0
CRS5490RES1000mN1625000E712000,1000,294,118.1,55,38.9,14.1,75.9,26.2,5084662.9,9630.2,24.1,94,1,20.1,23.8,66.2,7,0,10.3,5.6,18.9,30,22.1,25.8,79.2,44.9,41,16.2,0
CRS5490RES1000mN1625000E713000,1000,78,31,12,11,3.9,20,7,1382627.5,2542,0,31,1,4.9,12,13.1,0,0,1.9,1.2,6.7,10,3,9.9,19.8,9.2,11,5.3,0
CRS5490RES1000mN1625000E714000,1000,311,126.9,54.9,52.8,10.1,83,14.9,5254088.5,9908.1,14,112.9,0.7,30.7,23.2,52.3,20,0,6.9,7,14.8,19.2,15,33.9,60.9,50,56.9,30.2,16.2
CRS5490RES1000mN1625000E715000,1000,77,30.8,9.1,12,5.2,17.8,5.2,1501597.8,2804.9,3,27.8,0.7,7.8,7.1,10,5.2,0,3.9,0.7,7.1,8.8,0.8,13.2,14,15.2,9.1,4.2,0
CRS5490RES1000mN1625000E716000,1000,343.5,172.2,58.1,79.1,8.1,110.9,26.1,6656315.1,15337.8,27.9,144.3,8,21,28,99.1,16.1,0,5.1,7.8,9.1,21.5,17.1,37,71.9,73.8,71.2,29,0
CRS5490RES1000mN1625000E717000,1000,1163.5,544.2,177,217.1,30.1,235.1,133,21854916.8,43756.9,268.1,276.1,5.1,36.1,73.2,394.7,35.1,219,36,13.5,56.6,114.8,90.4,142.9,251.1,218.8,183,53.3,3.1
CRS5490RES1000mN1625000E718000,1000,420,197.1,67.1,82.1,13,109.9,40.2,7956105.3,16724.8,50,147.1,3.8,46.9,48.2,81,17.2,0,5,11.9,17,43.9,17.2,48,84.1,71,82,39.2,0.7
CRS5490RES1000mN1625000E719000,1000,294.5,140,30.2,57,6.2,80.9,23.1,6709651.3,11974.8,39.4,100.6,1,19.9,30,74.1,15,0,8,3,17.7,28.2,16.9,36.1,57.1,59.3,48.1,20.1,0
CRS5490RES1000mN1625000E720000,1000,735.5,321,61.9,110.9,21,175,78.1,17640510.2,26494.9,152.1,168.9,2,19.9,46,241.1,12,0,26,17,65.1,93.5,28.9,136.1,165.8,95.1,82.1,24.9,1
CRS5490RES1000mN1625000E721000,1000,195.5,81,23.1,26.9,9,54.1,16.1,3767628.8,7142.9,33,48,0,2.9,16.2,54,7.9,0,5.4,4,10.5,26.4,11.2,22.1,48.8,34.9,25.2,7,0
CRS5490RES1000mN1625000E722000,1000,336.5,141.2,27,44,10,103.1,25,8626387.2,12495,40.1,101.1,0,2.1,11.1,116,12,0,22.2,5,19,36.4,16,46.9,91,49.9,40,10.1,0
CRS5490RES1000mN1625000E723000,1000,48,18,4,4.9,3,11.1,3,1116900.2,1966.1,1,17,0,0,4,14,0,0,2.9,1,6.9,4.8,0,7.1,10,5,9.1,1.2,0
CRS5490RES1000mN1626000E695000,1000,390,180,44,64,10,83,40,8156551.2,14061.1,55.1,124.9,6,36,52,86,0,0,14,9,19.5,26.5,22,34.8,78.9,55,70.2,60.1,0
CRS5490RES1000mN1626000E696000,1000,155.5,74.1,8.1,27,2.2,35.1,8.1,4015044.3,5524.1,38,36.1,6.1,3.1,7.8,57.1,0,0,7.9,5,6.5,7,6.2,33,29.9,30,25.9,4.1,0
CRS5490RES1000mN1626000E697000,1000,304.5,132.8,39.1,34.9,8.8,41.3,53.9,6267186.3,10306.1,87.2,45.6,0,0,13.8,118,1,78,14.2,20,25.3,32.4,22.9,55.1,58.3,29.7,32.4,14.2,0
CRS5490RES1000mN1626000E712000,1000,332,135.7,44.9,45,14.8,93,31,6181250.3,11641.8,15.9,119.8,2.6,13.2,21.1,68.8,30,0,15,3.7,26.8,34.3,19,37,69.9,57.8,51.1,17.4,0
CRS5490RES1000mN1626000E713000,1000,214,99,39.2,35.9,5.9,67.9,13,4046622.2,8491.1,16.1,82.9,1.2,21.1,20.8,50.6,5.3,0,6,1.8,5.3,12.1,14.1,20.2,37.8,50.8,40.8,25.1,0
CRS5490RES1000mN1626000E714000,1000,185,92.1,41,37,3,33.8,34.1,3032620.5,7393,38.3,53.8,4.2,15.8,11.2,29.9,31,0,7,3,14.9,19.7,11.2,23,37.8,33,22.1,13.3,0
CRS5490RES1000mN1626000E715000,1000,287,135.9,24,44.9,7,99,22,6826175.5,11596,18.9,117,6,11.9,35.9,69.1,13,0,3.9,1,13.5,18.5,16,21,60.9,60.1,65,27.1,0
CRS5490RES1000mN1626000E716000,1000,323,152.1,53.9,64.9,12,105,16.1,6448199.7,12952.1,13.1,139,3.9,23.9,32.2,75.1,17,0,6,0,17,29.9,11.9,29.1,76.1,56,75,22,0
CRS5490RES1000mN1626000E717000,1000,273,120.7,34.9,37.9,8.1,88.1,21.9,5738441.8,10592.4,11.8,108.9,3.9,13,38,55.9,9.9,0,3.8,1,12.8,22.8,12.2,29,54.9,49.2,64.9,22.4,0
CRS5490RES1000mN1627000E695000,1000,714,336,95.2,141.1,18,185.8,71,14242298.1,26476.1,104,232,8,31,117.8,179.2,0,51,16.5,9.5,26.5,65.5,45.9,76,133.2,134.9,143,63,0
CRS5490RES1000mN1627000E696000,1000,289,126,24.1,44,10,84.9,20.1,6586003.2,11471.1,26.2,99.8,0,0,24.7,100.3,1,0,7,3,11,17.1,19,32,67,53,66,13.9,0
CRS5490RES1000mN1627000E697000,1000,76,27,4.1,7.1,4.1,18.9,1.9,2069328,2665,5,22,0,0.9,4.2,21.9,0,0,4.1,3,12.9,6,5,9,16.9,12.1,6.1,0.9,0
CRS5490RES1000mN1627000E712000,1000,294.5,126.9,43.9,50.1,12.3,85,16.1,5709881.8,10829.2,15.8,111.1,1.7,21,37,65.1,2.1,0,9.3,5.9,9.1,18.3,19.9,39.8,45.1,75.1,41,31,0
CRS5490RES1000mN1627000E713000,1000,257,132.7,48,67.1,6,83.2,18.1,4906153.5,10662.1,22.1,110.6,11.9,27.8,33.9,47.4,11.7,0,8.8,2.1,12.9,13.2,5,26.1,37,53,72.7,26.2,0
CRS5490RES1000mN1627000E714000,1000,796.5,365.9,137.1,144.1,24,155,102.1,14676448.2,28548,148.8,217.1,19.9,54.1,63.9,177,51,71,18.5,21.9,48.1,97.1,52,104.1,186.9,112,103,52.9,0
CRS5490RES1000mN1627000E715000,1000,823,368,108.1,136,24.9,142.1,95,15862692.7,29500.9,188,180,4.9,48,149.1,160.9,5.1,170,24,16.9,59,88.3,54.5,99,171,149.1,117.2,42,2
CRS5490RES1000mN1627000E716000,1000,139,70,26.1,34.2,4,45.9,7,2768668.1,5967,4.9,65.1,0.9,19,13.1,33,4,0,2.7,3,7.1,3,9,15,19.9,29.2,32,18.1,0
CRS5490RES1000mN1627000E717000,1000,322,158.9,59.2,83.2,7,95.2,22.9,6170715.4,13180.8,15,143.9,9.7,30.3,25.7,79.9,13.3,0,7.7,3.9,16.1,29,22.8,29.3,67,76.1,41.1,29,0
CRS5490RES1000mN1628000E696000,1000,51,18.1,2.1,2.1,3,14,2.1,1579437,1898,0.9,17.2,0,0,2.1,15.1,0.9,0,2.1,0,11,5,0.9,4.1,14.8,5,6,2.1,0
CRS5490RES1000mN1628000E697000,1000,128,50,6,15.9,7.1,35.9,6.1,2890756,4247.9,13,37,0,1,19,30,0,0,2.9,0,8,9.9,11.9,11.1,32.1,19.1,21,12,0
CRS5490RES1000mN1628000E712000,1000,113,52,24.8,18,3.9,37.2,10.1,1986734.3,4064.8,3.1,48.9,1.1,9,13.8,24,4.1,0,2,1.1,5,9.9,3.9,7.9,24,26,17.2,16,0
CRS5490RES1000mN1628000E713000,1000,396,182.2,86.8,70.9,11.8,118.3,34.2,6468735.2,14802.9,40.8,141.4,4.8,15.1,49.1,96.2,17,0,12,1.1,19.5,37.5,24.2,40.1,78.2,81,79.7,22.7,0
CRS5490RES1000mN1628000E714000,1000,277.5,134.2,38.9,53.8,6.8,87.9,22.8,5298362.3,12175.9,26.3,107.9,7,19,19.8,78.9,9.5,0,5.4,1.9,11.4,21.5,18.4,37.3,48.8,53.8,54.8,24.2,0
CRS5490RES1000mN1628000E715000,1000,286.5,136.1,50.2,54.2,4,91,29.9,5368314.4,11381,10,126.1,8.8,15.1,27.9,51.2,33.1,0,7,4.9,11,23.6,15.1,14.8,67.1,56,64.1,22.9,0
CRS5490RES1000mN1628000E716000,1000,111,51,16,17.8,4.1,35.8,11.1,2332545.4,4876,5,46,4,10.1,17.9,19,0,0,0.8,0,0,15,4.2,10,17,17.2,33.1,13.7,0
CRS5490RES1000mN1628000E717000,1000,76,38,14,13.9,1.9,24,6.1,1315603,2820,5.1,32.9,0,7,9.9,17.1,4,0,0,0,0.9,6.1,3.2,1.9,22.2,15.9,16.9,8.9,0
CRS5490RES1000mN1628000E718000,1000,172,73.9,21.1,22.9,5.1,48.9,10.9,3440163.7,6512.1,4.9,69,5.1,11.9,8,33.9,15,0,4.1,1.9,7.1,16.1,4.1,20,36,35.9,31.9,14.9,0
CRS5490RES1000mN1628000E719000,1000,65,32,7,11.9,0,21,4,1554786.5,2827,1.9,30.1,3.9,0,0,19,9.1,0,0,0,2,3,3,3,13,21,13,7,0
CRS5490RES1000mN1629000E696000,1000,109,56.9,15.8,21.8,0.8,37,6.8,2477092.8,5441.1,8.8,48.1,0.9,2.9,8,45.1,0,0,1.9,0.9,2.9,4.4,6.1,13,21.8,13,36.1,8.9,0
CRS5490RES1000mN1629000E697000,1000,33,13.9,3.1,5.1,1.1,6.9,1.1,749581.8,1125.9,0.8,13.1,0,0,3.2,10.7,0,0,0,0.8,0,3.1,3.1,4.9,6.1,9.9,4,1.1,0
CRS5490RES1000mN1629000E700000,1000,101,43.9,20.2,20.2,4.8,20.2,8.2,1847733.9,2992,0.7,43.2,4.2,9,18.9,11.8,0,0,1.9,0.9,5,3.1,5.9,9.2,24.9,18,19.1,13,0
CRS5490RES1000mN1629000E701000,1000,43,23,9,9,0,11,8.1,692759.2,1596,5.8,17.2,0.9,8,10,4.1,0,0,0,0,0,4.1,2,1.9,5.1,8.9,15.9,5.1,0
CRS5490RES1000mN1629000E712000,1000,247.5,119,42.1,42.8,3.1,76,23.9,4608744.8,10628.1,25,94,1.9,26,32.9,55.2,3,0,3.8,4,3.9,16.7,11,17.9,53,51.1,61.1,25,0
CRS5490RES1000mN1629000E713000,1000,372,157.8,56.9,54.9,11.9,72.9,44.9,6558497.1,12593.1,66,91.8,4.1,11.9,24.1,104.7,13,52,14,6,23.9,54.9,24.1,45.1,80.9,48,54,21.1,0
CRS5490RES1000mN1629000E714000,1000,173,81,23.9,32.1,3,60.9,10,3787191.1,6858.9,6,75,0,12,19.9,43.9,5.2,0,2,1,9,15,12,14.9,42.1,28.1,33.9,15,0
CRS5490RES1000mN1629000E715000,1000,85.5,43,13.9,20,0.9,31,4,1622126,3556,1.9,41.1,0,5,16.9,21.1,0,0,0,0,3.9,8.5,4,6.9,21.1,15.1,21,5,0
CRS5490RES1000mN1629000E716000,1000,108,44.8,9.9,17.1,7,32.9,8,2330130.8,4263.1,8.9,35.9,1,2.9,9.9,24,7,0,5.8,0.9,14,3.8,5.9,9.2,22.2,20.1,19,7.1,0
CRS5490RES1000mN1629000E717000,1000,28.5,13.1,2,5.2,1,6.9,3,567020.8,1322,3,10.1,0,2,4,5.1,2,0,0,0,2,3.3,0,1,11.9,4.2,5.1,1,0
CRS5490RES1000mN1629000E718000,1000,260,122.1,34.2,50,8.9,73.9,21,6073994.6,11855.8,25,97.1,3.9,13.9,4.1,85.2,15,0,4.9,5.1,14.8,18.1,15,26,54,45,56.2,19.9,1
CRS5490RES1000mN1629000E719000,1000,346,162,38.9,58.8,8.1,105.1,26,7810386.8,15545.9,28,134,4.1,15.9,34.7,89.1,18.2,0,6.2,8.2,23.1,27,16,30.8,73.2,58,66.7,36.8,0
CRS5490RES1000mN1630000E696000,1000,1146.5,610,264.9,309,28,221,115,19303481.1,43327,202,408,45,236,107,219,3,126,25,18,49.4,70.5,49.5,137.9,227.1,228,209.1,132,0
CRS5490RES1000mN1630000E697000,1000,44,21.1,4,8.1,1.8,13.1,4.9,1039501.4,1786.9,0,21.1,0,0,10.1,11,0,0,0.7,0,0,1.1,4.9,8.2,7,7.1,13.2,1.8,0
CRS5490RES1000mN1630000E712000,1000,125,58,24,19.9,2.9,30,18,1965645.7,4941,22.9,35.1,0,14,4,32.1,7.9,0,4,1.2,5.4,7.4,14,13,22,27,19,12,0
CRS5490RES1000mN1630000E713000,1000,688,311.2,161,123.3,24,178,72.1,10977988.8,25425.9,134.1,177.1,1.8,63.1,46.2,170,30.1,0,23,18.8,40.9,57.1,34.2,79.9,165,134.1,76,59,0
CRS5490RES1000mN1630000E714000,1000,443,213.2,81.2,78.1,8.1,91,69,7865894.3,17087,101,112.2,5.3,13,42.8,124.8,27.3,29,5.9,6.1,29.3,60.8,31.1,43,123.9,73.9,53.1,15.9,0
CRS5490RES1000mN1630000E715000,1000,37,12.1,3,2,2,10.1,2,822935.1,1345.1,0,12.1,0,2,4.1,6,0,0,1,1,0,3.1,4.1,5,8.8,7,6,1,0
CRS5490RES1000mN1630000E718000,1000,695,302,48.8,112.9,27,210.2,48,18720696.7,30260,54.9,247.1,13.3,28.9,65.8,182.9,11.1,0,19.9,13.1,52.1,68.3,49.4,69,153,85.1,137,48.1,0
CRS5490RES1000mN1630000E719000,1000,907,476,167,224,17,158,112,17083620.6,34139,222.1,253.9,34,232,98,83,29,136,20,6,43.5,76,52.5,75,175,169,187,102,1
CRS5490RES1000mN1630000E720000,1000,999.5,483,105.9,199.9,20.9,235,119.1,23463712,38087,344,139,1,10,91.9,351,29.1,31,46.4,19,61,101.4,70.5,149.1,209.9,178,136.2,28,0
CRS5490RES1000mN1630000E721000,1000,993.5,446.1,129.9,179.9,34.9,136.9,134.9,18843915.7,33905,332.1,114,0,7.1,232.9,202.1,4,261,50,26,70,124.6,69.9,132.9,196,151,145,28.1,0
CRS5490RES1000mN1631000E696000,1000,1261,612,276.1,273.1,36.1,235,140.9,20728312.7,42309.1,236,376,68.1,120,97.9,326,0,160,55,24.9,62.1,105.9,66,162.9,213.1,248.1,227,96,0
CRS5490RES1000mN1631000E697000,1000,107,48.1,15,17,4.8,34.8,5.8,2225292.1,3960.2,3.1,45,2.1,3,28,14,1,0,0,0,0.9,12.9,8,6.1,16,29,20,14.1,0
CRS5490RES1000mN1631000E712000,1000,848.5,403,213.9,153,17,284.9,83.9,13387384.6,33442.1,121.1,281.9,10,59.1,48,255.8,30.1,0,18,12,33,69.6,29.9,100.9,201,169.9,149,65.2,0
CRS5490RES1000mN1631000E713000,1000,1022,465,213.1,176.1,28,263.1,87.1,16637194.2,39188,184.1,280.9,11,130,95,204,25,0,23.9,20.5,54,60.5,45,113.1,213.1,190.1,184.1,115.8,1.9
CRS5490RES1000mN1631000E714000,1000,585.5,261,118,101,19,151.9,46.1,9633093,23073.8,85,176,4,54.1,47,136.9,19,11,10.9,7.3,22.2,53.9,32.9,57.1,149.2,92.9,110.7,48.4,0
CRS5490RES1000mN1631000E715000,1000,498.5,225.1,106,78.1,11,127.9,52.9,7956101.1,19561.1,83,142.1,3.8,44.9,31,124.2,21.2,0,9.2,11,34,41.5,33,58,113,76.9,84.9,36,1
CRS5490RES1000mN1631000E718000,1000,469.5,213.6,49,72.9,9.1,112,46.9,10766056.5,20619,93.9,119.7,1,3.8,57.9,133.9,17,54,11.1,7,20.4,55.9,25.9,54,113.2,71.9,83,27.1,0
CRS5490RES1000mN1631000E719000,1000,445,186,45,70,15,51,20,10135012.6,13927,111,75,12,22,30,117,5,35,29,12,44,31.5,11.5,101.9,78.1,60,46,31,0
CRS5490RES1000mN1631000E720000,1000,92,42.1,7.1,14,1.9,14,11.1,2069345.7,2988.1,23.1,19,0,2.1,9.9,29.2,0.9,19,2.1,2,6.9,10.9,7,5,17.1,26,10,5,0
CRS5490RES1000mN1631000E721000,1000,907,413.9,146,154,26,105.9,139,15609563.9,31468,305,108.9,0,0,36.9,366,11,281,27,20,50,114.9,77,107,209,162,112.1,25,3
CRS5490RES1000mN1632000E723000,1000,216.5,115,29,52,2,63,19.9,5105911.8,9308,51.1,63.9,1.9,10,37.1,57,9,0,2.9,4,13.3,13,14,20.9,47.2,27,52.2,22,0
CRS5490RES1000mN1632000E724000,1000,621,295.9,106,131.1,19,121,61.1,11497999.9,21582,140.9,155,8,40.9,38,189,20,104,19.5,12.5,24.9,67,35.9,73.9,140.1,102.2,97.1,39.9,8
CRS5490RES1000mN1632000E725000,1000,163,75.2,20.8,28,1.9,42,14.1,3714295,6241,9.2,66,0,8.1,12.1,45.1,9.9,0,5.1,0.9,11.9,17.1,5.3,21.9,45.9,29.1,16.1,9.7,0
CRS5490RES1000mN1633000E725000,1000,242,116.1,23,45.9,4,49,23,6672945.7,8898.1,59,57.1,0,3.1,33,66,14,0,9,8,23,25,8,43,67.1,22,30.9,6,0
CRS5490RES1000mN1644000E696000,1000,43,21,9,8,0,3,6,667723.3,1599,14,7,1,1,2,17,0,0,1,1,1.9,3,5,2,9,13,5,2.1,0
CRS5490RES1000mN1644000E700000,1000,111,52,25,19,4,20,9,1705022,3343,13,39,1,12,18,21,0,12,0,1,2,10.9,8.1,7,23,18,27,14,0
CRS5490RES1000mN1644000E701000,1000,356,161,38,60.9,11,108,29.9,7310892,14737,21.9,139.1,1,29,40,91,0,12,4.9,4.9,12.5,28.4,25,42.9,69.1,79.2,56.1,33,0
CRS5490RES1000mN1644000E702000,1000,910,424,174.6,173,22,171,96,16089657.5,34188,142,282,12,74,99,236,3,85,34,20,41.5,78.5,57,120,149,181,138,91,0
CRS5490RES1000mN1644000E703000,1000,546,240,122,82,20,143,45,8432884.2,17952,36,204,1,5,164,70,0,23,13,10,21.5,38.5,19,50,110,101,125,58,0
CRS5490RES1000mN1645000E696000,1000,131,61.9,18,25.1,2,32,4.1,2643855.7,4973.1,17,44.9,0,8,15,38.9,0,10,3,3,4,4,1,20.8,21,42,20.2,12,0
CRS5490RES1000mN1645000E699000,1000,326.5,148,67,59,12.9,59.1,31.1,5300410,10690,40.1,107.9,11,32.1,54.9,50,0,27,3.9,5,20.5,26,19,40,63,57,57,35.1,0
CRS5490RES1000mN1645000E700000,1000,353.5,132.1,54,38,16,57,39.1,5827686.2,7729,32,100.1,6.1,13.9,54.1,57,1,26,10.5,6,24,28,22,57,48.9,80,52.1,25,0
CRS5490RES16000mN1632000E704000,16000,20301,9364.8,3777.8,3725.5,583.000000000003,5125.10000000001,1831.7,354032150.9,757866.999999999,2686.99999999999,6677.8,392.9,1344,2176.2,4799.49999999999,652.200000000003,950.8,489.400000000001,298.499999999999,951.700000000004,1664.1,1085.8,2274.2,4092.9,3984.5,3693.1,1719.6,47.2
CRS5490RES2000mN1596000E730000,2000,508,213.9,89.7,71.9,16.8,58.1,71.8,8198552.3,17462.1,142,71.9,0,1.9,36.2,172.8,3,139,10,12,28.9,61.7,34.6,80.2,106.1,75.6,75,16.9,7
CRS5490RES2000mN1598000E728000,2000,198.5,95,29.9,44.9,5.9,44,23.9,3888032.5,5798.1,49.9,45.1,1,31.1,13.9,47.8,1.2,34,8,4.9,17.6,16.1,16.3,25.1,39.8,32,22.8,15.9,0
CRS5490RES2000mN1600000E708000,2000,626.5,272,99.8,92.8,19.9,171.9,47.9,12072547.4,22389.1,89.1,182.9,2,20.8,48.1,189.9,11.2,0,13,8.8,27.2,54.7,39.3,66.9,140.9,130.6,115.2,28.9,1
