idcar_nat,tmaille,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS5490RES2000mN1600000E710000,2000,585.5,261.1,65,87.1,18.9,168.1,45,14454240.2,20725.1,77,184.1,1,18,108.9,121.1,12.1,22,15.4,4.9,27.9,70.4,30.5,53.1,157,100.1,93.2,33,0
CRS5490RES2000mN1602000E708000,2000,170,69.9,29.8,21.3,6.9,32.7,17,2893710,5608.8,34.1,35.8,0,8.1,6.9,50.9,4,0,7,5.2,14.9,14.9,10,31,31,24.9,28.2,2.9,0
CRS5490RES2000mN1602000E714000,2000,784,352.1,83.9,114,19.1,189.9,89.4,17967504.3,29748.9,154,198.1,0.9,7.9,47,265.8,30.5,58,26.7,17.2,52,75.4,44.5,119.9,158.1,133.1,122.1,33.9,1.1
CRS5490RES2000mN1602000E716000,2000,1462.5,691,133.1,281.1,31.1,332,161.1,33975849.1,52291.1,344,347,3,11,57.1,607,12.9,118,56.1,32.9,93.6,145.4,95.5,215,350,265,181,28,0
CRS5490RES2000mN1602000E718000,2000,38,20,3,6.1,0,16.9,0,1116332.4,1741.9,2,18,0,1,1,18,0,0,0,0,0,1.9,1,1,7,14,11,2.1,0
CRS5490RES2000mN1602000E720000,2000,806,338,82.9,95,19.1,255.3,64.3,19771342.4,30507.1,39.4,298.6,4.1,14.9,38.3,240.8,39.9,0,18.5,11.9,39.4,88.9,71.7,64.8,226.3,126,123,33.5,2
CRS5490RES2000mN1604000E706000,2000,243.5,119.9,59.9,54.8,5.8,70.2,8.9,3908212,9838.6,36.9,83,0,10.8,15.9,74,19.2,0,4.3,3.8,6,18.8,13.1,24.2,47,50,60.1,16.2,0
CRS5490RES2000mN1604000E708000,2000,103,49,20.8,15.7,0.9,32.9,6.1,2004433.2,3859.9,0,49,0,5.7,4.1,35.1,4.1,0,0.9,0,4,7.3,8.2,4,22.4,26,20.8,9.4,0
CRS5490RES2000mN1604000E710000,2000,203.5,83,21,27.2,6,61.1,18.1,4262586.9,7179.3,10.1,72.9,1.8,1.8,7.4,61.8,10.2,0,8.8,3.9,9,11.6,18.2,29.1,49.1,32.8,32.1,8.9,0
CRS5490RES2000mN1604000E712000,2000,81,36.2,14,14.9,1.7,21.9,6.1,1561604.8,2760,12.9,23.3,0,5.3,1.1,27.8,2,0,4.8,1,0,4.8,5.2,13.1,18.1,16.9,15,2.1,0
CRS5490RES2000mN1604000E714000,2000,51,27.7,6,15.9,1.1,15.9,6,1260125.5,2199.9,0.7,27,0,0,5.8,17.9,4,0,1.8,1.1,0,1.8,3.9,3.3,21.1,4,12,2,0
CRS5490RES2000mN1604000E726000,2000,336,135.9,43.8,35.6,13,89.9,26,6928182.7,11618,22.9,113,1.9,13,26,69.1,25.9,0,10.9,5,21.2,32.9,10.5,41.8,72.8,64.8,61.8,14.3,0
CRS5490RES2000mN1604000E732000,2000,137,62,18.2,31,6,48.3,6,3082855.7,5760.1,13,49,0,6.1,9.1,45.8,1,0,1.1,1,9.1,14,6.3,13,35.7,27.5,20.2,9.1,0
CRS5490RES2000mN1606000E710000,2000,1100.5,506.2,152.7,202.8,29.5,235.8,117.5,22548577.3,40859,218.3,287.9,4.6,37.2,78.1,321.2,65.1,146,42.4,22.2,72.1,99,70.4,150,240.9,230.1,132.4,41,0
CRS5490RES2000mN1606000E712000,2000,294,128.9,27,39.2,8.2,84.9,21,7954128.2,11617,26,102.9,0,5,15.9,89,19,0,7.8,7,16,36.5,16.5,28,80.2,48.9,46,3.9,3.2
CRS5490RES2000mN1606000E714000,2000,115,46.1,12.2,14,4.8,23.1,6.1,2572526,4701.9,9,37.1,0,8,4,24,10.1,0,2,2,5.1,13.9,12.9,7.8,33.2,23,8.9,6.2,0
CRS5490RES2000mN1606000E716000,2000,1355.5,665.2,230,292.2,38,269,159,24734180,49581.8,289.1,376.1,3.6,41.3,254.1,336.8,29.4,180,33.4,19.4,89.3,122.1,72.5,150.1,285.1,250.8,232.9,98.9,1
CRS5490RES2000mN1606000E718000,2000,1333.5,609.8,153,229.7,33.1,385.9,119.1,29853967.4,52042.2,197,412.8,19,2.8,315.2,255.8,17,62,22.4,20,74,121.5,80.5,169,265.7,255.1,262.2,52.1,11
CRS5490RES2000mN1606000E730000,2000,360,173.8,85.2,81.1,9,120.8,33.2,6128501.2,14557.9,22.8,151,6,17.3,21,117.7,11.8,0,7.2,0.9,14.8,29.7,26,37.3,81.6,78.1,54.2,30.2,0
CRS5490RES2000mN1606000E732000,2000,67,33.1,7.1,16,2.9,23.1,1.8,1790168.7,3502,3.3,29.8,1.9,5,7.1,17.1,2,0,0,0.9,2.1,0.9,2.8,5,14,14,23.9,3.4,0
CRS5490RES2000mN1608000E708000,2000,1489,824.1,165,421.8,20.1,351,119.2,37445007,52533.9,569.1,255,5,44,127.1,555.7,92.3,7,43.4,31.9,59,125.8,67,198,372.2,250.2,280.3,59.2,2
CRS5490RES2000mN1608000E710000,2000,2012,978.2,256.1,414.9,42.2,443.2,223.1,44799836.5,71030,526.1,452.1,21.9,50,207.1,594.1,105.1,215,70.1,46,124.6,222.7,118.4,238.7,482.1,321,290.1,97.3,1
CRS5490RES2000mN1608000E718000,2000,923.5,428,113.8,164,24.9,182.2,123.9,19706067.6,34301,184,244,4,64.1,79,261,19.9,134,32,18.9,75.9,80.4,63.8,130,174,146,132.3,55.2,15
CRS5490RES2000mN1610000E716000,2000,566,237,65.9,80.9,25,169,44,12717332.3,21307,65.1,171.9,1,2,80.9,151,2.1,0,11.5,11,26.4,51.1,35.1,66,112.9,101.9,119,29.1,2
CRS5490RES2000mN1612000E716000,2000,1712.5,780.8,139.9,276.1,36.1,495.8,144.1,42017401.7,66229,220.1,560.7,0,44,229.8,503,4,22,48.9,30,75.6,163.1,86,213.1,325.9,280.9,378,111,0
CRS5490RES2000mN1612000E732000,2000,21,12.9,4,7,0,8.1,2,541000.1,1146.9,0,12.9,0,0.9,10.9,1.1,0,0,2,0,0,1.1,0,2.9,2,5,8,0,0
CRS5490RES2000mN1614000E710000,2000,1987.5,995,202.9,458,46,298,243,43935470.3,66685,609,386,2,279,117,591,6,346,89.5,43.4,102.4,188.5,114.5,332,445,290.2,268,111,3
CRS5490RES2000mN1614000E718000,2000,295.5,112.7,21.8,26.1,9.8,90.8,12.4,7551108,11262,16.7,96,2,1.9,34.2,70.6,4,0,10.2,5.9,12.2,21.6,15.7,37.2,64.2,64.7,52.8,11,0
CRS5490RES2000mN1614000E730000,2000,71,27.1,1.1,6,3.1,16,0,2851780.7,4890.9,0,27.1,0,4.8,5.3,16,1,0,3,1,1.1,6,7.8,7.9,12.9,14.1,14.2,3,0
CRS5490RES2000mN1616000E722000,2000,250.5,103.1,36.1,31.9,8.9,84.9,24.1,5322181,9482.8,16.1,87,6.8,7.3,15,71.9,2.1,0,2,2.1,15.2,33.6,10.9,28.9,58,40.5,32,27.3,0
CRS5490RES2000mN1616000E724000,2000,2222,991,305.1,367,73.7,283.3,296.9,42863814.9,77767.1,588.8,402.2,14.9,78.6,212,652.1,33.4,434,91.8,41.1,143.9,237.1,154,285.9,465.9,349.9,308.1,142.3,2
CRS5490RES2000mN1618000E726000,2000,201,83.3,12.9,21.3,7.2,75.1,9.7,6666644,8943,3,80.3,0.8,2.1,16,62.3,2.1,0,3.8,2.9,11.1,23.1,12,30.9,45.3,33.4,28,10.5,0
CRS5490RES2000mN1620000E714000,2000,1980,860,224.9,282.1,52,468,216.9,42846358.1,74076,327.8,532.2,12.6,70,139.9,584.5,53,142,97,65,119.4,190.4,121.5,311,410,306.6,286.1,71,2
CRS5490RES2000mN1620000E722000,2000,463,232.9,76.2,102,9.1,154.1,32.2,8877789.7,18289.1,35.9,197,6.6,37.7,58.2,95.9,34.5,0,9.3,8.4,20.7,27.1,18.6,49.8,95.2,87.7,104,35.2,7
CRS5490RES2000mN1620000E724000,2000,800,354.8,129.9,129,27,142.9,124,14784170.3,28172.1,177.6,177.2,1.8,15.5,56.3,214.9,66.3,105.9,40.9,17,72.4,100.7,55.8,137,168.2,113.1,80.3,14.6,0
CRS5490RES2000mN1622000E704000,2000,81,40,10.9,14.9,2,25.8,5.2,1578417.1,3460.2,5.9,34.1,1.3,4.9,21.8,12,0,0,0.7,2.1,2.3,6.9,1,5.9,25.2,14.9,12.8,9.2,0
CRS5490RES2000mN1622000E706000,2000,64,25.2,5.1,11,5.1,16,2,1299237.5,2269,3,22.2,0.8,5,10,8.1,1.3,0,1.9,0,5.1,2,3.2,11.9,2.8,15.8,16.3,5,0
CRS5490RES2000mN1622000E714000,2000,660,281,88.4,97.1000000000001,28.2,191.3,45.8,13297781.6,23201.2,37,244,13.2,42.7,67.8,115.3,42,0,21.8,14.7,34.2,59.8,34,66.1,133.8,132.6,112.2,50.8,0
CRS5490RES2000mN1622000E724000,2000,139,71.9,13.9,31.9,3.1,52.1,8.1,3379180.9,7712,24,47.9,0,4.8,33,33.1,1,0,4.1,3.1,2.8,9.1,4,16.9,30.1,18,38,12.9,0
CRS5490RES2000mN1622000E726000,2000,102,47.9,4,17,1,32,6,3580040.9,5969.9,10.9,37,0,2.9,6.1,38.9,0,0,2.4,1,2,9.5,10,11,22,24,17.1,2,1
CRS5490RES2000mN1624000E696000,2000,476.5,211.3,46.7,72.2,13.9,147.8,29.9,12309872.2,18515.2,50.3,161,1,11.9,55.9,142.5,0,0,11.2,4,21,39.2,34.4,53.1,103.1,83.9,86.2,40.4,0
CRS5490RES2000mN1624000E698000,2000,266.5,112.5,20.5,37.2,10.9,88.1,9.9,6948589.9,10668,24.6,87.9,0,6.1,40.7,64.7,1,0,9.4,6.6,11.3,14.7,11.9,28.2,57,51.1,57.8,18.5,0
CRS5490RES2000mN1626000E698000,2000,877.5,375.7,102.9,118.1,26.6,202.7,86.5,20055707.3,31915.9,120.6,255.1,6.8,48.1,105.1,214.7,1,0,11.8,11.8,39.8,85,54.8,103.4,183.7,140.7,189.8,56.7,0
CRS5490RES2000mN1626000E718000,2000,608.5,295.1,91.8,138.5,19.5,175.8,40,12034212.6,23966.7,43.9,251.2,8.6,50.9,55,137.1,43.5,0,14.7,5.69999999999999,25.2,52.9,39,62.9,115.7,123.6,117,51.8,0
CRS5490RES2000mN1626000E720000,2000,508.5,224.9,74,85,16.1,176,34.1,9428926.8,18385.2,35,189.9,6,12.9,49.9,132.1,24,0,6,5.9,22.9,41.9,30.2,56,117.6,90.1,105.9,32,0
CRS5490RES2000mN1626000E722000,2000,201,103.9,45.1,54,3.8,66,14.8,3204799.3,7098,8.9,95,2.6,4.1,34.2,51,12,0,7,5.9,9.1,17.9,3.1,36.8,40.1,40,35,6.1,0
CRS5490RES2000mN1628000E698000,2000,61,30,5.1,16.1,3.1,24,6.1,1377977.7,2637,3,27,0,1.5,7.5,20.1,0.9,0,2.9,0,5.9,6,3,5.6,15.4,8.1,7,7.1,0
CRS5490RES2000mN1628000E720000,2000,436.5,187,70.9,61.9,12,127,34,7920998.4,14471.1,15.1,171.9,11,13.9,62.1,77.9,22.1,0,13.5,9.9,15.1,28,23.1,46.2,95.7,87.9,74.9,41,1.2
CRS5490RES2000mN1630000E698000,2000,105,51.1,17,19.3,1,33.9,10.2,1979384.1,4326,8.9,42.2,1,2.1,9.8,38.2,0,0,2.9,0,2.2,8.8,15,7.3,21.5,25.6,15.1,6.6,0
CRS5490RES2000mN1630000E700000,2000,349,175,67.8,72.8,6.9,94,34.2,6004767.3,12612,26.6,148.4,4.9,36.7,50.3,83.1,0,17,7.7,1.9,10,19.9,15.1,32.9,75.4,78.3,70.9,34.9,2
CRS5490RES2000mN1630000E702000,2000,45.5,16.3,7.2,4,3.1,12,4,1057010.4,1610.9,0,16.3,1,4.1,2.1,9.1,0,0,0,1.9,3,1.5,2.1,4,9.1,13.9,5.9,4.1,0
CRS5490RES2000mN1630000E716000,2000,685.5,311.1,74.1,106.9,18.1,211.7,49.1,15877218.2,29601,53.1,258,5.9,33.9,66.6,179.9,24.8,0,8.9,12.7,28.3,56.5,33.8,56,144.8,116.1,159.7,68.1,0.6
CRS5490RES2000mN1632000E726000,2000,93.5,34,2,5,1,23,5,3259144.1,3265.1,9,25,0,1.9,2,28,2.1,0,6,3,5.5,9.1,7.1,15.9,24,15.9,4,1,2
CRS5490RES200mN1603000E707000,200,36.5,16,5,8,2,11,1,629887,1536,2,14,0,0,14,2,0,0,0,1,1,2.5,4,3,9,3,9,4,0
CRS5490RES200mN1603400E707000,200,108,43,14,10,5,0,27,1598150.3,2673,43,0,0,0,0,43,0,43,6,5,12,25,7,20,16,12,4,1,0
CRS5490RES200mN1610000E709600,200,60,32,3,12,0,19,1,2308891.7,2414,31,1,0,0,0,31,1,0,1,1,4,1,2,6,13,15,16,1,0
CRS5490RES200mN1610000E709800,200,63.5,42,14,27,1,20,6,1451938.9,2070,32,10,0,2,16,4,20,0,1,1,1.5,1,3,10,9,16,17,4,0
CRS5490RES200mN1610000E710000,200,33,27,10,21,0,18,2,776163.6,1755,15,12,0,4,14,7,2,0,0,0,0,0,1,3,3,8,10,8,0
CRS5490RES200mN1610200E709800,200,19,13,2,7,0,8,2,483058.8,647,13,0,0,0,8,3,2,0,0,0,1,1,0,2,5,4,6,0,0
CRS5490RES200mN1610200E710000,200,68,45,12,36,1,23,1,1477583.8,1769,45,0,0,0,41,0,4,0,0,0,1,6,6,4,15,9,19,8,0
CRS5490RES200mN1615000E709200,200,93.5,38,20,14,4,20,8,1548800.7,2867,10,28,0,1,25,12,0,0,1,3,6,9.5,7,5,30,9,13,10,0
CRS5490RES200mN1615000E709400,200,194.5,84,26,31,8,49,18,3723416.6,5640,11,73,0,31,43,10,0,0,4,5,8.5,15,8,32,41,34,25,22,0
CRS5490RES200mN1615000E709600,200,369,160,81,70,15,90,31,5550772.1,11051,62,98,0,18,84,56,2,0,8,4,20,36,18,43,76,63,53,48,0
CRS5490RES200mN1615000E709800,200,141.5,62,30,21,3,43,12,2044256,4431,12,50,0,0,20,42,0,1,2.5,2,10,11,6,17,32,26,24,11,0
CRS5490RES200mN1615200E709200,200,80.5,32,11,10,4,0,14,1262471.1,2179,32,0,0,0,0,32,0,32,4,2,7,10.5,7,11,25,8,5,1,0
CRS5490RES200mN1615200E709400,200,256,113,40,43,9,34,27,4708367.2,8538,57,56,0,5,49,58,1,56,6,3,16,23,16,40,52,43,43,14,0
CRS5490RES200mN1615200E709600,200,161,85,15,42,5,46,19,3095726.8,5939,24,61,0,15,38,32,0,0,5,3,6,18,8,17,29,23,31,21,0
CRS5490RES200mN1615200E709800,200,29,12,1,6,2,7,2,561517.4,1104,0,12,0,4,2,6,0,0,1,1,3,4,1,5,3,4,6,1,0
CRS5490RES200mN1615400E709000,200,51,26,9,12,0,12,2,994905,1396,0,26,12,0,2,11,1,0,0,1,1,3,2,7,17,6,7,7,0
CRS5490RES200mN1615400E709200,200,129,55,19,14,3,19,14,2053155.8,4035,35,20,0,1,10,44,0,19,6,5,5,7,9,12,31,20,21,13,0
CRS5490RES200mN1615400E709400,200,315,160,28,70,6,54,46,7051017.1,12761,150,10,1,0,8,151,0,66,8,3.5,15,29.5,23,47,68,60,49,10,2
CRS5490RES200mN1615400E709600,200,103.5,48,12,21,3,23,8,2222298,3614,23,25,2,10,11,25,0,0,7,2,5,2.5,8,20,16,14,18,11,0
CRS5490RES200mN1615400E709800,200,122,52,27,14,4,19,24,1854082.2,3204,21,31,0,18,12,22,0,21,3,3,13,18,9,17,23,15,12,9,0
CRS5490RES200mN1615600E709000,200,206.5,112,54,66,7,34,19,3496741.6,6372,50,62,36,8,7,61,0,15,7,3.5,12,8.5,13.5,31,31,40,44,16,0
CRS5490RES200mN1615600E709200,200,231.5,104,51,46,7,35,25,3402420.1,6787,54,50,4,6,15,79,0,45,6.5,5,11.5,23.5,17,30,44,42,28,24,0
CRS5490RES200mN1615600E709400,200,47,24,7,10,0,11,3,913007.1,1792,3,21,3,15,1,5,0,0,0,0,2,3,0,4,7,12,14,5,0
CRS5490RES200mN1615600E709600,200,163,78,17,30,5,31,19,3161187.5,5266,34,44,3,26,12,37,0,0,4,2,5,11,10,19,29,32,36,14,1
CRS5490RES200mN1615600E709800,200,142,78,30,39,1,38,16,2543063.6,4004,0,78,0,52,25,1,0,12,2,3,2,9,5,15,32,28,33,13,0
CRS5490RES200mN1615800E709000,200,246,113,55,50,7,33,21,3861348.5,6516,45,68,27,14,23,49,0,0,10,5,12,20,10,33,43,37,54,22,0
CRS5490RES200mN1615800E709200,200,183,88,43,36,3,24,27,2521994.4,5432,40,48,5,22,16,45,0,15,10,3,9,17,12,26,35,21,36,14,0
CRS5490RES200mN1615800E709400,200,153,70,25,27,6,23,13,2658699.6,4838,24,46,16,19,17,18,0,0,3,1,8,13,8,14,35,29,32,10,0
CRS5490RES200mN1615800E709600,200,127,69,35,34,3,17,17,2060079.6,3734,37,32,8,12,7,40,2,0,4,2,9,8,5,22,27,19,23,8,0
CRS5490RES200mN1615800E709800,200,82,42,14,19,3,24,8,1495967.4,2856,5,37,0,29,13,0,0,2,0,2,0,5,7,10,11,19,18,10,0
CRS5490RES200mN1618000E709000,200,91,44,12,15,1,20,12,2141453.7,3500,26,18,0,1,21,22,0,0,3,3,4,11,5,9,20,12,17,7,0
CRS5490RES200mN1618000E709200,200,85,34,4,12,2,15,8,2160278.6,3172,22,12,0,1,23,10,0,0,5,0,7,7,4,15,14,15,13,5,0
CRS5490RES200mN1618000E709400,200,62.5,25,2,7,3,17,7,1788740.2,2610,4,21,1,0,18,6,0,0,1.5,0,5.5,3.5,5,9,11,11,8,8,0
CRS5490RES200mN1618000E709600,200,89,49,20,25,1,30,9,1546014.2,3315,10,39,1,5,26,16,1,0,2,1,3,4,2,9,9,25,17,17,0
CRS5490RES200mN1618000E709800,200,84.5,41,10,17,3,20,11,2093899.5,3815,12,29,7,1,16,17,0,0,3.5,1,6.5,5,7.5,8,18,12,16,7,0
CRS5490RES200mN1618200E709000,200,146.5,63,2,22,4,47,14,4504404.8,5503,44,19,0,1,15,47,0,0,5,5,8.5,17,10,25,30,24,20,2,0
CRS5490RES200mN1618200E709200,200,52,27,12,17,2,9,3,839414.7,1662,13,14,5,3,0,17,2,0,2,0,3.5,2.5,3,8,10,8,11,4,0
CRS5490RES200mN1618200E709400,200,59,29,5,15,3,17,4,1629815.1,2405,18,11,9,0,1,19,0,0,3,0,7,5,0,13,11,8,10,2,0
CRS5490RES200mN1618200E709600,200,88.5,41,6,17,3,14,7,1965054.8,2857,28,13,3,2,19,17,0,0,1,2,5,6.5,3,10,22,18,16,5,0
CRS5490RES200mN1618200E709800,200,142.5,74,12,36,3,37,7,3677577.4,5252,36,38,13,1,13,47,0,0,5,3,9.5,5,4,24,33,25,24,10,0
CRS5490RES200mN1618400E709000,200,164.5,81,6,35,4,63,14,4590506.1,7065,56,25,0,0,60,21,0,0,11,3,11.5,16,5,26,40,13,36,3,0
CRS5490RES200mN1618400E709200,200,79,33,12,12,5,19,6,1603812.5,2207,13,20,8,1,8,16,0,0,2,0,6,4,6,13,10,14,12,12,0
CRS5490RES200mN1618400E709400,200,69,29,6,8,2,22,5,1836024.1,2487,6,23,15,2,3,9,0,0,4,2,6,3,2,9,8,10,13,12,0
CRS5490RES200mN1618400E709600,200,115,80,7,57,1,26,9,3029471.8,4728,74,6,22,0,1,56,1,0,3,1.5,2,11.5,1,12,16,13,31,24,0
CRS5490RES200mN1618400E709800,200,65,31,4,14,2,22,5,1786186.6,2790,18,13,2,3,20,6,0,0,0,1,3,6,7,7,20,10,7,4,0
CRS5490RES200mN1618600E709000,200,145.5,82,4,44,0,51,11,4408794.9,5405,75,7,0,1,5,75,1,0,5.5,2,11,13,3,31,48,18,12,2,0
CRS5490RES200mN1618600E709200,200,69,30,10,10,1,16,6,1511679.8,2556,9,21,2,3,15,10,0,0,1,0,3,8,8,5,15,13,9,7,0
CRS5490RES200mN1618600E709400,200,89,39,6,12,1,16,9,2361077.6,3290,20,19,8,2,9,20,0,0,2,2,2,11,7,7,17,15,16,10,0
CRS5490RES200mN1618600E709600,200,120,61,5,27,4,24,16,3291116.1,4072,50,11,0,3,4,54,0,0,4,3.5,9.5,12,8,34,29,6,8,6,0
CRS5490RES200mN1618600E709800,200,64,29,2,8,1,23,6,2381463.4,3525,6,23,1,10,8,10,0,0,1,4,7,1,1,10,17,8,14,1,0
CRS5490RES200mN1618800E709000,200,192,107,8,51,0,74,25,5455935.7,7726,91,16,0,0,98,9,0,0,4,3,18.5,13.5,9,35,37,28,33,11,0
CRS5490RES200mN1618800E709200,200,59,27,2,7,2,21,3,1785574.1,3131,3,24,0,0,20,7,0,0,3,0,2,2,5,3,6,6,15,17,0
CRS5490RES200mN1618800E709400,200,90,41,9,14,2,15,12,2321825.2,3046,32,9,0,6,2,33,0,0,6.5,1,5,9,6.5,24,16,11,6,5,0
CRS5490RES200mN1618800E709600,200,102.5,49,11,18,1,24,8,2478352.2,3450,22,27,1,9,16,23,0,0,3,3,4,7.5,3,16,23,16,18,9,0
CRS5490RES200mN1618800E709800,200,69.5,30,5,8,2,19,4,2239755.3,3680,4,26,0,3,22,5,0,0,2.5,1,3,5,2,5,13,11,15,12,0
CRS5490RES200mN1620000E726000,200,36,13,3,2,2,7,3,1138682.3,1293,2,11,0,0,4,8,1,0,1,1,3,4,3,7,9,6,2,0,0
CRS5490RES200mN1620600E726800,200,20,11,5,5,0,9,0,483224,993,2,9,1,1,1,8,0,0,0,0,2,0,1,2,2,7,5,1,0
CRS5490RES200mN1620800E726800,200,41,17,5,4,2,12,3,899933.9,1654,6,11,0,1,1,14,1,0,1,0,2,4,5,4,9,11,5,0,0
CRS5490RES200mN1625600E695800,200,37,14,3,4,1,10,3,808513,1030,5,9,0,2,5,7,0,0,0,1,2,3,5,3,8,3,12,0,0
CRS5490RES200mN1625800E695800,200,55,24,10,11,4,14,4,1222600,1502,3,21,0,0,13,11,0,0,1,0,1,2,3,7,10,11,11,9,0
CRS5490RES200mN1633000E723200,200,22,12,3,6,0,7,1,554940.9,1211,5,7,0,0,8,4,0,0,0,0,0,3,1,1,6,5,6,0,0
CRS5490RES200mN1644000E699400,200,31,12,7,6,3,1,1,446905.9,463,0,12,0,1,11,0,0,0,1,0,4,3,0,2,6,5,6,4,0
CRS5490RES4000mN1592000E728000,4000,40,20.8,6.1,11.2,0.8,12,0,781838.4,2008.8,0.8,20,1.6,0.8,2.4,12,4,0,0,0.8,0.8,6.1,0,1.1,16,7.2,8,0,0
CRS5490RES4000mN1596000E708000,4000,200,75.1,31,26,9,58,10.1,3602806.4,6169,23.1,52,3.1,9,21,38,4,0,4,1.5,3.4,31.4,10.5,10.1,56.1,27,43,13,0
CRS5490RES4000mN1596000E732000,4000,1181,504,157.5,170.5,39.5,352.3,83.5,22998323.4,44036.9,84.9,419.1,2.8,55.1,131.7,296,18.4,0,15,16,56.6,105.1,62.4,146.1,250.3,206.9,257.3,65.3,0
CRS5490RES4000mN1600000E732000,4000,1430,654.8,220.1,239.4,36.8,469.5,111.9,28647386,61431.8,106.3,548.5,5.9,47.5,149.4,438.7,13.3,0,44.4,28.2,66.1,101.2,80.2,148.2,310.2,287,273.2,83.4,7.9
CRS5490RES4000mN1608000E732000,4000,3208.5,1462.9,561.7,566.7,99,727.7,360.9,58601880.9,112292,479.1,983.8,26.8,226.6,385.3,772.1,52.1,295,111.9,60.2,190.2,308.9,174.8,409,623.6,532.8,533.3,260.8,3
CRS5490RES4000mN1612000E712000,4000,172,86.8,34,44.9,4,28.9,19.9,3104972.7,6918,31.8,55,0.9,20.9,19.9,39.1,6,16,9.9,3,10.1,18,13,19.9,29,26.8,27.1,15.2,0
CRS5490RES4000mN1616000E728000,4000,146.5,72.2,15.9,35.9,2.8,45.1,4.8,3870942.6,6560.8,5.1,67.1,3.8,14.9,16.1,32.1,5.3,0,0,0,9.6,11.8,9.1,13.3,38.7,21.1,29.8,13.1,0
CRS5490RES4000mN1624000E700000,4000,801.5,374.3,128.5,158.7,21.8,254.7,59.1,15629915,29902.3,34.4,339.9,7.6,38,120.1,201.7,6.9,0,13.7,12.1,38.1,51.6,38.9,70,164.9,128.5,202.9,80.2,0.6
CRS5490RES4000mN1624000E724000,4000,996.5,450.8,70.8,144.9,26.2,341.4,68.2,28404540,46714.9,89.9,360.9,9.8,24.7,153.1,238.1,25.1,0,26.9,15.1,46.4,82,43.9,131,178.7,178.2,249.2,45.1,0
CRS5490RES4000mN1628000E692000,4000,127,68.1,33,31.1,0,46.1,14.9,1865483.7,4580.8,2,66.1,4.2,21.9,21.9,20.1,0,0,1.1,2.1,0,10.1,2,12,23.8,24.9,26,25,0
CRS5490RES4000mN1628000E724000,4000,31,15.8,3.1,6.1,1.1,12.1,1.1,926850.9,1491.1,0,15.8,0,2,9.1,3.6,1.1,0,0,0,0,0.8,1.1,5.1,6.7,5.1,11.1,1.1,0
CRS5490RES4000mN1640000E696000,4000,33,13,5.1,4,3.1,4,3.1,722538.9,1453.1,0,13,1,0,12,0,0,0,0,3.1,3.8,3.8,1,4,6.9,3.1,3.1,3.1,1.1
CRS5490RES4000mN1640000E700000,4000,1308,584.9,256.4,231.5,47.9,380.9,98.4,21807137.3,49856.7,18.7,566.2,35.2,168,192.7,187.9,1.1,0,27,13.2,40.5,97.4,67.4,110.5,257.8,243.9,272.3,161.8,16.2
CRS5490RES8000mN1592000E720000,8000,283,133.9,49,55.9,5,84.1,23.9,5084971.2,10724.1,49.8,84.1,1,14.9,27.9,87.1,3,21,1,4.8,7,26.9,15,27,56.1,70,50.2,25,0
CRS5490RES8000mN1616000E696000,8000,9098.5,3920.5,904.900000000001,1327.5,297.4,1968.7,889.300000000001,213525379.9,327687.6,1656.6,2263.9,44.7,383.7,1078.9,2402.2,11,594,329.3,200.5,506.7,859.200000000001,618.1,1260.3,1924,1501.6,1407.3,485.4,6.1
CRS5490RES8000mN1624000E704000,8000,1500.5,681.3,267.3,276.5,47.8,474.2,93.6,27388668.3,56594.7999999999,64.8,616.5,15,114.6,128.5,335.3,87.8999999999999,0,42.8000000000001,24,59.9,104.4,74.8000000000001,162.5,315.9,319.9,286,109.2,1.1
CRS5490RES8000mN1632000E688000,8000,2116,902.8,405,317.8,77.3,409.8,236.2,35004016.9,66305.2,267.9,634.9,11,120.9,193.7,575.1,2.1,246,80.6,70.5,142.7,211.9,142.7,291.1,410.9,328,294.9,135.7,7
CRS5490RES8000mN1632000E696000,8000,5773,2504.3,951.2,877,198.9,1327.1,518,103162484.9,191131.2,537.6,1966.7,60.2,493.9,709.9,1227.4,12.9,347,151.6,118,290,559.8,373.8,626.5,1166.6,973.3,1086.8,420.7,5.9
CRS5490RES8000mN1640000E688000,8000,365,183.1,85.9,79.1,6,92.1,31.9,5818129.8,13676,53,130.1,15.9,23.1,44.1,99.1,0.9,0,8,2,12,26.9,14.1,29.1,59.8,62.1,76.9,74.1,0
