idcar_nat,tmaille,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS2975RES2000mN7644000E374000,2000,37,11.9,2.1,2.1,2.9,8.9,1.1,778921.8,1039.9,0,11.9,0,0.9,3.9,7.1,0,0,1,0,2,3.9,2.9,6.1,5.1,10,2.9,3.1,0
CRS2975RES2000mN7646000E326000,2000,2078,841,117,218.9,65,442.9,135.9,62135320.8,76338,259,582,14,65,269.9,489.1,3,140,65.4,40,120,205.6,158.2,352.9,439.8,351.9,290.2,53,1
CRS2975RES2000mN7646000E332000,2000,43.5,14.9,5,2.9,4.2,8.8,4.2,777975.8,1219.8,1.2,13.7,0,0,1.1,10.9,2.9,0,1.5,1.8,2.9,1.1,3.1,11.2,13,1.9,7,0,0
CRS2975RES2000mN7646000E350000,2000,299,97.9,57.9,20.8,18.9,71.2,8.9,3992381.7,7416.1,0.7,97.2,0,8,7,81.9,1,0,21.9,10.9,23.2,39.8,29.4,57.9,58.8,32.2,16,8,0.9
CRS2975RES2000mN7648000E338000,2000,1639.5,602,231.8,133.8,68.9,355.8,129.9,31075633.9,49286,56,546,21,60.9,112.2,388.9,19,8,86.1,45.2,122.5,173.4,128.6,307.9,329.9,208,169,68.9,0
CRS2975RES2000mN7648000E340000,2000,2510.5,1015.9,340,317.9,87.7,546,183.9,48548439.9,80598.9,213.9,802,34.1,112.8,172.1,692,4.9,110,102.8,62.4,197.9,260.7,176.6,420,520.1,365.9,299,105.1,0
CRS2975RES2000mN7650000E336000,2000,676,233.7,116.9,57,37.9,157,36,10693040.8,17393.1,5.8,227.9,1,24,41.6,162.1,5,0,31.7,18.8,43,74.7,53.1,133.1,155.7,77.3,64.8,23.8,0
CRS2975RES2000mN7650000E342000,2000,2290,833.2,301,186.1,96.1,523.1,161,42538207.2,68217,78.3,754.9,6,58,184.4,573.9,10.9,10,143.4,69.5,173.9,246.7,185.5,436,479.9,314.2,181,58.9,1
CRS2975RES2000mN7652000E344000,2000,30,14,11,4,0,9,1,309885.6,1172,0,14,0,0,4.2,9.8,0,0,2,0,0.8,1.1,1.1,7,7.1,7.1,3.8,0,0
CRS2975RES2000mN7652000E346000,2000,1214.5,437.9,211.4,112.7,55.2,247.2,71.8,19297871.1,37656.2,9,428.9,2,41.4,109.6,283,1.9,0,76.3,35.2,85.2,155.6,71,236.9,226.1,171,100.1,47.2,9.9
CRS2975RES2000mN7654000E346000,2000,640,233.9,90.8,64,34.1,172,26.2,11415140.2,21229,7,226.9,1,15,63.9,152,2,0,33.9,32.4,45.3,59,42.8,127,138.1,85.4,64,12.1,0
CRS2975RES2000mN7654000E348000,2000,831,299,108.2,76,40,169.9,53.3,14858084.6,27524,12.9,286.1,3.1,18.8,70.3,205.1,1.7,0,40.9,26.7,72.9,115.3,58.1,149,156.3,103.8,94,14,0
CRS2975RES2000mN7660000E342000,2000,573.5,224.2,119.9,72.8,22.6,178,46.7,8084430.9,18116.8,4.9,219.3,4.9,40.1,33.3,142,3.9,0,34.6,14,33.1,66.8,53.1,84.9,128.9,85.9,51.2,21,0
CRS2975RES2000mN7660000E374000,2000,141,45.1,23.9,10.1,6.2,31.9,3.2,2234575,4157.1,0,45.1,0,1.8,7.2,30.2,5.9,0,7.9,1.2,9,11.2,10.8,31.9,32.8,19.3,12.8,4.1,0
CRS2975RES2000mN7664000E364000,2000,88,30,15.1,5.9,2.9,27.9,0.7,1436072,2789.6,0,30,0,0,10.1,17,2.9,0,1.8,0.7,2.9,8.1,12,10.1,22.1,20.1,7.1,1.8,1.3
CRS2975RES2000mN7664000E368000,2000,103,32.9,19.2,8.4,6,21.3,6.1,1553675.6,2438.1,0,32.9,0,3.6,6.9,14.1,8.3,0,5,1.2,13.4,14.7,10.2,13.1,24.1,14.2,4,3.1,0
CRS2975RES2000mN7664000E370000,2000,533.5,191.4,103.5,50.2,24.3,109.2,31,8311057.9,15467.2,2.2,189.2,4,23,31,100.9,32.5,0,38.8,11.9,29,53.5,41.2,84.8,120.9,79.7,53.5,20.2,0
CRS2975RES2000mN7666000E318000,2000,835.5,279.8,121.1,63,56.9,208,44,14633625.6,23781.2,1,278.8,3,12.9,62,181.9,20,2,43.5,23,49.2,76.1,62,152.8,200.1,107.8,98.1,21.9,1
CRS2975RES2000mN7666000E364000,2000,519,156.8,75.9,26,33.5,90.9,34.3,8431330.7,12928,33,123.8,0,10.5,19.4,117.2,9.7,0,51.9,24.2,55.2,59.3,41.3,100.9,96,52,35.3,2.9,0
CRS2975RES2000mN7666000E366000,2000,145,47,22,10.1,9,29.9,4.9,2186846.8,3923,0,47,0,8,6.9,15,17.1,0,7.9,3.9,11,14.8,14.9,20.1,34.2,17.8,19.5,0.9,0
CRS2975RES2000mN7666000E370000,2000,1077,354.9,148.1,64,63.9,256.9,44,19175234.5,29086.8,6,348.9,0,56,75.9,211.9,11.1,1,53.5,28,67.5,112.9,97.1,174.1,239.1,142.9,106.9,55,0
CRS2975RES2000mN7668000E316000,2000,297,108.1,20.9,16,7.9,33.9,41.9,7965891.4,9911.9,58,50.1,0,0,1.1,107,0,39,13.9,12.9,27.1,38.5,36.4,54.1,78.1,25,10,1,0
CRS2975RES2000mN7668000E318000,2000,1594.5,557.2,221,141.2,82,392.1,91.8,28966724,43696.1,11,546.2,3.7,57.7,99.2,369.3,27.3,0,66.4,38.1,102,173.9,103.4,302,418.2,182.2,167.3,40,1
CRS2975RES2000mN7668000E344000,2000,298,100,56.2,26.1,18.9,64.9,16,4135535.4,8105.9,3,97,0,12.9,32,44.9,10.2,0,11.1,2,31.8,39,18.1,56.1,67.9,33,29,10,0
CRS2975RES2000mN7668000E346000,2000,267,104,52.8,36,13.9,65,10.8,4287041.2,9532.2,1,103,6,22.9,28,42.2,4.9,0,5,6.9,20,24,21.3,37.1,55,35.9,41,14.8,6
CRS2975RES2000mN7668000E366000,2000,845.5,281,98.1,53.9,47.8,206.1,50.1,16149967.4,24373.2,0,281,0,12,24.8,220.9,23.3,0,54.9,32.9,78.6,92.9,74.1,177,178,101,47,9.1,0
CRS2975RES2000mN7670000E316000,2000,2496,1024,297.8,352,102.2,510.2,182,52284132.1,69176.7,440,584,4,13,339,664,4,125,85.5,65,129.7,249.4,176.7,502,593.9,301.8,307.9,70.1,14
CRS2975RES2000mN7670000E346000,2000,1031,371.7,214.8,109,56.2,217.9,65.2,14683709.5,30122,9.8,361.9,4.9,34,78.1,225,29.7,11,65.8,36,82,124.9,70.2,194,201.8,128.2,91.2,36.9,0
CRS2975RES2000mN7670000E360000,2000,41,11,6.9,1,3,8,0,600527.3,1340.9,0,11,0,0,2,8,1,0,0,2,5.9,5.9,2.1,3.1,14.9,5,2.1,0,0
CRS2975RES2000mN7670000E362000,2000,700,230,94.2,42.9,40,154.1,47,12350546.9,18600.9,0,230,0,8.8,12.1,202.2,6.9,48,44,19.6,63.6,91.7,67.4,122.9,168.7,87.9,26.2,8,0
CRS2975RES2000mN7670000E366000,2000,2693,1001.1,520.8,285,135,344.9,307,41143300.1,69192.1,501.2,499.9,0,103.8,482.2,389.3,25.8,519,168.4,111,237.3,298.4,241.6,528.1,479.3,341.8,234,52.1,1
CRS2975RES2000mN7672000E344000,2000,686.5,244.9,142,69.9,43,146.1,51.1,9565282,21546,0,244.9,3,10.7,47.3,174.8,9.1,0,48.1,20.9,54,85.8,58.1,139.7,119.7,93.3,50.9,16,0
CRS2975RES2000mN7672000E346000,2000,920.5,302.7,141,69.9,56.2,179.9,57.4,14366786.9,25830.4,6,296.7,5.2,22.5,35.3,225.9,13.8,0,63.1,28,103.6,108.7,55.8,192.8,172.4,90.5,74.4,31.2,0
CRS2975RES2000mN7674000E346000,2000,261,89.2,42.9,23.8,14.9,46.1,17.3,3687557.4,8210.7,0,89.2,0,5.9,10.9,59.2,13.2,0,17.8,11.7,24.9,30.9,16.3,57,57.8,20.5,14,8,2.1
CRS2975RES2000mN7674000E348000,2000,1050,366.2,193.1,93.8,69.3,231.8,58.8,16445967.8,31346.2,16,350.2,7.8,27.2,74.1,246.3,10.8,0,51.3,39.8,81.4,122.6,67.5,186.8,215,149.8,102.9,32.9,0
CRS2975RES2000mN7678000E360000,2000,2019,677.8,316.2,147.7,118.9,309,176.9,30973929.2,50634.1,242.9,434.9,1,10.5,178.1,473.3,14.9,214,125.7,69,189.1,256.3,155.9,413.9,363,220.8,173.2,26,26.1
CRS2975RES2000mN7680000E350000,2000,42,21,9.9,9.9,0.9,15.9,4.2,626424.2,1226.2,0,21,0,0,0.9,20.1,0,0,0,0.3,2.7,1.7,4.2,5,9.7,8.1,7.1,3.2,0
CRS2975RES2000mN7680000E352000,2000,752,220,90,30.9,52.9,151.1,39,12445690.8,20705.7,5,215,0,5.1,38.9,173,3,0,43.5,22.2,84.2,100.2,64.1,162.9,161.6,73.1,32.1,7.1,1
CRS2975RES2000mN7680000E358000,2000,8482.5,3167,1662,910,403,758,936.9,132535558.2,224175.1,1823,1344,17,177,759.9,2068,145.1,1611,466.5,277.9,705,1091.3,754.6,1484,1621.9,1066,712.1,203.2,100
CRS2975RES2000mN7682000E348000,2000,664,212.2,72.7,37.9,38.3,164,47.8,12481822.6,18228.1,0,212.2,0,5,30.2,175,2,0,30.6,17.9,53,90.5,60.8,126.2,154.8,76.1,42.1,12,0
CRS2975RES2000mN7682000E352000,2000,64,28.9,20,13,0.9,18.1,0,855559.5,1997,0,28.9,0,2.8,5,18.9,2.2,0,4,0,4,6.9,5,13.8,14,10,5.3,1,0
CRS2975RES2000mN7684000E326000,2000,5350,2162.9,599.8,673.8,187.1,797.9,488.8,108373384.9,157483,1205.2,957.7,7,205.8,630.9,1313.8,5.4,620,339.1,152.4,377.5,554.5,445.5,1144.8,1032.3,640.2,492.7,160,11
CRS2975RES2000mN7684000E332000,2000,383,120.3,33.3,20.7,22.3,86.1,20.1,8292655.3,10515,0,120.3,0,16.1,19.8,72.3,12.1,0,21.4,8.1,25.1,46.3,24.8,69.2,85,57.2,36.1,9.8,0
CRS2975RES2000mN7686000E332000,2000,2114,691,242.8,144.1,119.1,451.2,124.9,37986631.9,53988.1,61,630,0,54.9,139.9,463.9,32.3,95,105.6,54.7,172.3,264.7,186.8,334.8,524.9,243.3,163.8,55.1,8
CRS2975RES2000mN7686000E334000,2000,1053,369.8,119.9,90.9,48.9,234,60,21929376.7,29696.9,10.9,358.9,0.9,35.1,135.7,185,13.1,10,52.7,23.5,74,125.3,68.5,176.9,226.9,160.9,110,33.4,0.9
CRS2975RES2000mN7686000E348000,2000,310.5,112.1,38.9,23.9,12.9,63.8,19,6797710.5,10839.1,9,103.1,0.9,8.1,11.9,91.2,0,0,9.7,10.4,22.2,26.2,26.8,53.2,68.9,52.1,38.8,2.2,0
CRS2975RES2000mN7686000E356000,2000,878.5,309.9,95.9,68.1,40.1,190.9,58.9,17503859.2,27802.9,17,292.9,2,69.9,88,145,5,0,40.8,14.6,44.2,91.9,63.1,139.9,209,127.1,104,43.9,0
CRS2975RES2000mN7688000E330000,2000,48,17,10,3.9,2,7,3.1,659302.7,877,0,17,0,3.9,9,3,1.1,0,3,3,3,5,4,7,7,10,2,4,0
CRS2975RES2000mN7688000E344000,2000,1508.5,537,209,153,82,98,127.1,28744485.8,39859,335,202,0,12.1,95,405,24.9,236,90.9,46.4,103.6,200.5,142,292.1,302,172.9,107.1,31,20
CRS2975RES2000mN7690000E334000,2000,289,105,5,17,13.1,85,9,11129279.4,13118.1,1,104,0,0,77.1,25.9,2,0,6,6,16.1,31.9,26,29.1,66,53,47.9,7,0
CRS2975RES200mN7634800E357400,200,32.5,11,2,1,2,4,2,778096.6,1115,0,11,0,0,3,8,0,0,2,1,3.5,2,2,8,5,6,1,2,0
CRS2975RES200mN7645000E335000,200,95,39,20,15,3,15,6,1781267.2,3462,20,19,0,6,7,24,2,0,5,3,5,7,12,17,17,11,13,5,0
CRS2975RES200mN7645000E335200,200,143.5,61,33,23,6,39,11,2467531.8,4969,10,51,2,12,24,23,0,0,4,3.5,9,8,8,19,24,29,26,13,0
CRS2975RES200mN7645000E335400,200,154,52,27,14,12,31,6,2570262,4025,0,52,1,9,18,22,2,0,6,3,10,11,10,29,29,22,23,11,0
CRS2975RES200mN7645000E335600,200,270,101,49,27,13,69,20,4339693.8,7114,6,95,0,10,44,44,3,0,8,8,20,30,21,55,48,40,28,11,1
CRS2975RES200mN7645000E335800,200,154,49,28,9,12,41,14,2342156.2,3409,0,49,0,1,20,28,0,0,4,4,9,26,12,30,41,18,8,2,0
CRS2975RES200mN7645000E341000,200,167.5,61,21,9,4,33,20,3250130.2,5293,6,55,2,10,13,36,0,0,7,5,10,22.5,15,35,33,16,18,6,0
CRS2975RES200mN7645000E341200,200,321,108,39,13,16,39,43,5293158.4,8133,55,53,0,7,16,85,0,0,37.5,16.5,29,32,22,64,58,32,18,4,8
CRS2975RES200mN7645000E341400,200,95.5,36,11,8,4,20,6,2195608.7,3246,5,31,0,1,15,20,0,0,7,2,5,8.5,6,20,24,7,15,1,0
CRS2975RES200mN7645000E341600,200,50,26,5,13,0,18,3,1457975.8,2402,0,26,0,3,9,14,0,0,1,1,0.5,3.5,5,5,13,7,11,3,0
CRS2975RES200mN7645000E341800,200,87,31,4,5,5,17,9,2055846.4,2976,2,29,0,0,4,27,0,0,2.5,3,4.5,17,6,16,18,10,8,2,0
CRS2975RES200mN7645200E335000,200,119.5,42,15,10,8,21,6,2453315.8,3773,16,26,1,9,15,15,2,0,10,5,10.5,7,6,19,22,11,21,5,3
CRS2975RES200mN7645200E335200,200,300,103,55,27,13,24,40,4304016,7234,57,46,1,12,19,70,1,51,24,9.5,24.5,33,32,49,58,24,29,13,4
CRS2975RES200mN7645200E335400,200,404,136,57,43,25,66,28,6603235.5,10309,26,110,2,96,19,19,0,15,29,12,40,54,19,50,70,44,54,21,11
CRS2975RES200mN7645200E335600,200,359,117,77,33,24,38,34,4750070.3,7943,50,67,0,18,16,82,1,46,24,15,35,56,16,80,56,41,27,7,2
CRS2975RES200mN7645200E335800,200,566.5,191,133,29,29,36,85,6965009.1,12910,138,53,0,0,0,191,0,148,46.5,19.5,63,75,78.5,97,109,58,17,2,1
CRS2975RES200mN7645200E341000,200,143,58,20,18,6,39,11,2883105.6,4688,4,54,1,15,13,29,0,0,13,4,7,12,5,35,17,17,28,5,0
CRS2975RES200mN7645200E341200,200,71,32,11,12,1,18,2,1485608.1,2562,7,25,1,7,14,10,0,0,3,1,3,5,5,17,12,8,12,5,0
CRS2975RES200mN7645200E341400,200,149,60,18,18,4,26,10,2815835.7,4652,12,48,2,14,13,31,0,0,8,0,9,14,13,33,27,24,14,7,0
CRS2975RES200mN7645200E341600,200,145,63,15,20,6,37,6,3477063.1,4954,26,37,1,3,21,37,1,0,3,3,13,8,12,28,33,17,27,1,0
CRS2975RES200mN7645200E341800,200,154.5,46,6,3,7,34,6,4531728.2,4835,4,42,0,0,0,46,0,0,8,2,9,19,19.5,30,41,17,9,0,0
CRS2975RES200mN7645400E335000,200,178,65,33,23,8,17,7,2760955.9,5173,29,36,4,13,9,37,2,0,15,5,15,23,6,30,29,22,27,6,0
CRS2975RES200mN7645400E335200,200,82,22,12,3,6,17,5,1161119.4,1718,0,22,0,0,3,18,1,0,2,2,4,14,7,7,18,17,4,3,4
CRS2975RES200mN7645400E335400,200,100,40,23,14,4,3,14,1341301.5,2933,17,23,0,0,0,40,0,34,5,1,8,14,13,14,27,8,7,3,0
CRS2975RES200mN7645400E335600,200,291,106,60,27,14,21,41,3975269.2,6913,65,41,0,1,6,99,0,59,21,11.5,27.5,38.5,35.5,50,56,25,14,5,7
CRS2975RES200mN7645400E335800,200,691,216,147,39,43,32,94,8383415.6,14164,162,54,0,0,1,215,0,182,68.5,36,70,108,93.5,118,126,39,20,4,8
CRS2975RES200mN7645400E341000,200,119,48,20,12,2,8,19,2010689.5,3171,21,27,0,3,13,32,0,12,11,2,8,13,13,27,22,16,6,1,0
CRS2975RES200mN7645400E341200,200,206.5,88,45,30,8,24,26,3305767.9,5832,76,12,1,16,2,69,0,27,17,5.5,18,24,17,48,40,15,15,7,0
CRS2975RES200mN7645400E341400,200,122.5,44,15,12,4,22,3,2367596.8,3668,6,38,0,6,15,22,1,0,8,2,8.5,10,12,22,24,19,10,7,0
CRS2975RES200mN7645400E341600,200,188.5,68,22,20,10,37,13,3642957,5760,9,59,0,10,19,39,0,0,11.5,4.5,18.5,24,7,30,40,19,29,5,0
CRS2975RES200mN7645400E341800,200,167.5,50,7,6,8,36,10,3998427.4,4800,3,47,0,1,6,42,1,0,8,7,24.5,28.5,5.5,45,32,10,5,2,0
CRS2975RES200mN7645600E335000,200,207.5,64,36,12,14,54,18,2952324.6,5490,0,64,0,0,0,64,0,1,9,3,19,18.5,24,43,45,30,12,3,1
CRS2975RES200mN7645600E335200,200,134.5,43,23,8,6,35,6,1880634.5,3153,0,43,0,4,1,38,0,0,4,1,4,18.5,6,25,28,31,11,4,2
CRS2975RES200mN7645600E335400,200,438,130,77,30,31,28,51,5514195.7,8902,98,32,1,1,0,127,1,93,42,22,49,61,45,80,57,45,21,1,15
CRS2975RES200mN7645600E335600,200,293.5,84,43,10,18,28,33,3983934.1,6221,6,78,0,0,0,84,0,55,12,5.5,24,37,45,39,87,21,8,3,12
CRS2975RES200mN7645600E335800,200,387.5,123,69,19,24,64,46,5336460.4,8352,57,66,0,0,0,123,0,57,30,7.5,26.5,54.5,61,62,106,30,8,2,0
CRS2975RES200mN7645600E341000,200,195,60,23,9,13,37,8,3639870.3,4983,3,57,0,6,20,34,0,5,10,1,22.5,22,18.5,35,36,22,25,3,0
CRS2975RES200mN7645600E341200,200,239.5,88,28,30,14,39,13,4518874.1,5738,37,51,3,17,26,42,0,0,13,8,22,22.5,23,66,32,22,25,6,0
CRS2975RES200mN7645600E341400,200,397,154,96,58,22,32,49,4981896.2,7902,145,9,0,1,83,70,0,100,26,17.5,34,56.5,32,74,67,59,29,2,0
CRS2975RES200mN7645600E341600,200,288,92,52,15,17,28,32,3922136.9,6441,44,48,0,6,11,75,0,44,18,19,23,39,24,61,37,34,19,9,5
CRS2975RES200mN7645600E341800,200,189,67,23,16,9,46,15,3516346.9,5191,4,63,0,7,12,47,1,0,13,10,13,16,20,36,37,27,9,5,3
CRS2975RES200mN7645800E335000,200,259,97,63,35,12,49,26,3305205.2,6239,25,72,0,0,65,32,0,36,8,4,9,26,29,44,63,39,28,5,4
CRS2975RES200mN7645800E335200,200,146.5,50,24,12,8,37,9,2208163.8,3449,0,50,0,8,33,9,0,0,5,5,10,18.5,10,24,24,15,27,8,0
CRS2975RES200mN7645800E335400,200,196.5,62,26,12,10,33,10,2915796,4593,8,54,0,15,20,26,1,0,13,5,19,22.5,13,21,37,27,29,5,5
CRS2975RES200mN7645800E335600,200,133.5,52,25,14,6,41,7,2127679.3,4353,2,50,0,8,9,33,2,0,3,1.5,6,11,11,20,35,23,20,3,0
CRS2975RES200mN7645800E335800,200,134,44,12,12,10,33,5,2779882.2,3848,0,44,0,0,2,42,0,0,7,4,15,13,12,22,28,20,10,3,0
CRS2975RES200mN7645800E341000,200,175,71,25,16,5,36,12,3416840.5,5004,11,60,0,11,19,40,1,0,5,4,12,15,7,42,40,29,16,5,0
CRS2975RES200mN7645800E341200,200,107,45,8,13,3,31,9,2337997.5,3519,1,44,2,4,13,26,0,0,0,4,5.5,8.5,11,13,26,21,15,3,0
CRS2975RES200mN7645800E341400,200,131.5,45,22,6,7,29,12,2151248.3,3261,4,41,1,7,21,16,0,0,3.5,5,14,9,10,19,36,15,13,7,0
CRS2975RES200mN7645800E341600,200,141,55,35,15,5,14,23,1903465.3,3683,41,14,0,1,15,39,0,36,8,4,17,23,7,35,23,9,13,2,0
CRS2975RES200mN7645800E341800,200,329,127,74,34,13,10,50,4431923.5,7530,117,10,0,1,0,126,0,109,24,16,32,47,38,69,65,24,13,1,0
CRS2975RES200mN7646000E346000,200,154,79,36,37,4,11,13,2656693.1,4992,68,11,0,3,23,53,0,0,12.5,6,7,10.5,8,28,16,13,37,16,0
CRS2975RES200mN7646000E346200,200,329.5,139,80,44,11,6,64,4536640.2,9580,132,7,0,4,41,94,0,23,17,19.5,37.5,46.5,23,66,60,36,19,5,0
CRS2975RES200mN7646000E346400,200,175,93,49,46,5,10,27,2703427.5,5964,83,10,1,1,5,86,0,76,3,3,13,13,16,19,23,21,40,24,0
CRS2975RES200mN7646000E346600,200,217,100,48,37,6,29,25,3755072.6,7270,55,45,1,7,22,69,1,33,10,12,20.5,20.5,12,36,32,35,23,16,0
CRS2975RES200mN7646000E346800,200,106.5,53,20,19,0,20,11,2033269,4231,20,33,1,16,9,27,0,0,2,2,9,6.5,8,20,24,17,13,5,0
CRS2975RES200mN7646200E346000,200,113.5,55,17,23,3,27,7,2391089.8,4442,16,39,0,33,14,8,0,0,4,2,5.5,9.5,5.5,17,20,19,21,10,0
CRS2975RES200mN7646200E346200,200,122,51,12,18,5,25,8,2504332.4,4383,11,40,2,14,11,24,0,0,8,5,8,11,8,16,18,16,24,8,0
CRS2975RES200mN7646200E346400,200,154.5,67,21,21,6,30,16,3235408.2,6350,23,44,0,13,40,14,0,0,3,3,10,11.5,14,20,24,33,19,17,0
CRS2975RES200mN7646200E346600,200,142.5,61,15,20,5,36,9,2972290,5004,14,47,0,13,15,33,0,0,5,2,11,15.5,5,18,21,17,37,11,0
CRS2975RES200mN7646200E346800,200,142,68,24,22,4,21,15,2620262.8,4729,38,30,0,10,20,38,0,23,7,4,5,11,11,21,28,20,26,9,0
CRS2975RES200mN7646400E346000,200,68,32,8,10,1,10,7,1540704.9,2795,20,12,0,2,22,8,0,0,2.5,1.5,4,7,4,10,10,9,16,4,0
CRS2975RES200mN7646400E346200,200,102,50,11,19,4,20,8,2642177.7,4687,26,24,0,3,31,15,1,0,2,4.5,4.5,5,5,11,24,17,26,3,0
CRS2975RES200mN7646400E346400,200,136.5,58,20,21,5,26,8,2930062.5,4543,22,36,0,4,31,23,0,0,8,1,8,13.5,11,18,38,12,23,4,0
CRS2975RES200mN7646400E346600,200,121,47,19,11,7,23,8,2304843.9,4349,14,33,0,9,15,23,0,0,6,2,7,12,6,16,19,21,18,14,0
CRS2975RES200mN7646400E346800,200,123.5,56,19,14,1,36,8,2528803.7,4925,1,55,0,23,18,14,1,0,2,1,4.5,12,4,17,23,27,19,14,0
CRS2975RES200mN7646600E346000,200,68.5,32,11,11,1,18,5,1355754.5,2291,0,32,0,10,17,5,0,0,2,1.5,1,6,3,14,15,13,10,3,0
CRS2975RES200mN7646600E346200,200,90.5,43,17,20,3,4,14,1412919.3,2167,43,0,0,0,0,43,0,0,7,2,8,10,8.5,20,12,9,5,2,7
CRS2975RES200mN7646600E346400,200,156.5,78,51,34,4,2,28,1903062,4451,77,1,0,1,0,77,0,63,6,5,7,22.5,24,32,30,14,15,1,0
CRS2975RES200mN7646600E346600,200,142,68,24,33,6,29,12,2745893.4,4914,28,40,0,14,16,22,16,0,4,1,8.5,14.5,17,15,28,20,23,11,0
CRS2975RES200mN7646600E346800,200,115.5,53,16,23,4,20,9,2499615.2,4418,20,33,1,7,14,29,2,0,5,1,8,13.5,11,17,24,15,15,6,0
CRS2975RES200mN7646800E346000,200,167,79,39,31,5,21,19,2633034.3,5194,49,30,0,7,34,37,1,1,1.5,2,12,17.5,23,24,40,25,14,8,0
CRS2975RES200mN7646800E346200,200,654.5,305,195,147,27,12,73,8298747.6,14985,242,63,0,42,259,4,0,286,33,17.5,38.5,80.5,52,96,150,90,70,12,15
CRS2975RES200mN7646800E346400,200,40,12,0,1,3,0,2,1153713,1052,12,0,0,0,0,12,0,0,1,0,3,9,5,1,13,7,0,1,0
CRS2975RES200mN7646800E346600,200,37.5,14,1,1,0,10,1,1134090.6,1712,1,13,0,4,4,6,0,0,0,1,2,2,2.5,4,13,4,6,3,0
CRS2975RES200mN7646800E346800,200,176.5,118,45,84,3,12,13,3006736.2,5732,102,16,1,4,3,110,0,10,4.5,3,9,14,28,49,24,23,19,3,0
CRS2975RES200mN7647000E344000,200,237,98,36,29,8,21,27,4495554.1,7095,27,71,0,1,4,92,1,50,11,6,16.5,23.5,25,42,63,28,21,1,0
CRS2975RES200mN7647000E344200,200,116,36,13,5,6,19,5,2315916.2,3110,3,33,0,0,5,27,4,0,6,5,10,17,17,19,27,8,7,0,0
CRS2975RES200mN7647000E344400,200,114,38,18,8,7,22,7,1835141.8,3083,0,38,0,1,9,28,0,0,7,2,11,20,8,20,29,5,9,3,0
CRS2975RES200mN7647000E344600,200,77,26,10,7,6,17,4,1507703.4,2325,3,23,0,1,3,22,0,0,1,0,7,8,12,15,22,9,3,0,0
CRS2975RES200mN7647000E344800,200,21,13,6,6,0,7,3,485113.3,1000,4,9,1,1,3,8,0,0,2,0,0,0,1,3,5,2,7,1,0
CRS2975RES200mN7647000E346000,200,99,47,10,15,1,22,8,2643370.4,4504,7,40,1,2,22,22,0,10,2,1,9.5,7.5,7,16,19,14,23,0,0
CRS2975RES200mN7647000E346200,200,357,155,117,71,16,3,53,4280763.4,7822,143,12,0,0,93,62,0,91,50,18,37,40,21,68,63,35,24,0,1
CRS2975RES200mN7647000E346400,200,95,50,7,26,2,30,8,2361355.3,3439,49,1,0,0,50,0,0,0,4,2,5,9,8,10,16,11,25,5,0
CRS2975RES200mN7647000E346600,200,59,21,5,4,1,4,2,1463503.5,2197,0,21,0,2,16,3,0,0,1,2,2,8,7,5,16,9,8,1,0
CRS2975RES200mN7647000E346800,200,85,50,13,26,1,16,9,1924074.7,3582,26,24,2,1,14,33,0,0,4,1,2,4,15,10,12,12,19,6,0
CRS2975RES200mN7647200E344000,200,126,45,13,13,5,26,7,2318943.5,4037,3,42,0,0,12,32,1,0,12,6,17,11,6,33,19,12,10,0,0
CRS2975RES200mN7647200E344200,200,177,63,17,11,8,35,14,3744038.9,5453,7,56,0,0,9,54,0,0,11,13,12.5,18.5,11,23,49,15,24,0,0
CRS2975RES200mN7647200E344400,200,108.5,43,13,12,2,25,11,2345105.6,3300,2,41,0,5,5,33,0,0,2,5,7.5,10,11,19,28,14,7,5,0
CRS2975RES200mN7647200E344600,200,76,29,11,10,4,17,6,1577143.2,2282,9,20,0,6,3,20,0,0,7,1,6,9,7,14,12,10,8,2,0
CRS2975RES200mN7647200E346000,200,211,107,32,52,3,45,20,3809145.5,6584,52,55,0,5,40,60,2,10,12,6.5,11,15.5,15,43,44,28,26,10,0
CRS2975RES200mN7647200E346200,200,307,143,73,64,9,20,40,4920396.5,10177,107,36,0,3,18,121,1,99,15,7,27,39,19,52,66,37,34,11,0
CRS2975RES200mN7647200E346400,200,108.5,52,12,21,4,17,10,2370324.1,4050,25,27,0,1,23,27,1,0,0,2,4,6.5,15,17,27,13,22,2,0
CRS2975RES200mN7647200E346600,200,74,26,4,5,4,13,4,2059741.5,2662,2,24,0,3,14,9,0,0,3,2,7,5,7,14,16,2,15,3,0
CRS2975RES200mN7647200E346800,200,194,70,31,20,8,8,10,3169384.5,5347,7,63,2,2,4,62,0,47,10,3,11,24,19,30,45,28,21,2,1
CRS2975RES200mN7647400E344000,200,116.5,55,12,17,3,32,12,2851715.3,4449,16,39,0,1,16,38,0,0,5,5,8,4.5,10,24,22,13,21,4,0
CRS2975RES200mN7647400E344200,200,159.5,58,16,14,6,17,13,3326705.7,4731,25,33,1,1,3,53,0,0,10,4,12,19.5,21,27,41,9,11,5,0
