idcar_nat,tmaille,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS2975RES200mN7647400E344400,200,160,59,16,12,6,28,13,3682610.8,5260,7,52,0,5,13,39,2,0,13,6.5,18.5,12,4,36,28,19,15,8,0
CRS2975RES200mN7647400E344600,200,180.5,60,23,10,10,41,11,3187200.8,5025,9,51,2,2,18,38,0,0,10,9,13.5,19,10,43,30,21,16,8,1
CRS2975RES200mN7647400E344800,200,37,14,3,3,1,10,2,688809.5,1267,0,14,0,1,4,9,0,0,3,0,4,2,3,10,8,3,4,0,0
CRS2975RES200mN7647400E346000,200,348,126,85,27,18,10,62,4264667.7,7870,114,12,0,2,1,123,0,114,27,19,43,53,46,63,68,19,10,0,0
CRS2975RES200mN7647400E346200,200,314,142,96,73,15,6,36,3969627.2,9410,83,59,0,1,2,139,0,127,17,10,19,43,24,49,63,52,22,4,11
CRS2975RES200mN7647400E346400,200,97,38,8,10,3,24,2,2212203,3784,1,37,0,0,23,15,0,0,5,2,7,5,9,12,14,21,18,4,0
CRS2975RES200mN7647400E346600,200,92.5,46,10,16,2,22,7,2226647.5,3906,11,35,0,2,25,19,0,0,3,1,3.5,7,5,21,10,19,15,8,0
CRS2975RES200mN7647400E346800,200,66,24,3,3,4,12,4,1610498.8,2392,2,22,0,3,8,12,1,0,2,2,6,8,5,8,13,8,11,3,0
CRS2975RES200mN7647600E344000,200,333.5,121,56,26,9,19,43,5569718.3,8444,35,86,0,0,6,115,0,85,20,8,34.5,56,26,77,65,26,16,3,2
CRS2975RES200mN7647600E344200,200,84.5,35,5,5,2,23,9,2462819,3666,5,30,0,0,16,19,0,0,2,2,1.5,8,4,11,12,19,20,5,0
CRS2975RES200mN7647600E344400,200,205,72,24,16,12,37,12,3835594.7,5863,7,65,0,5,23,44,0,0,15,7,18,24,19,49,36,8,26,3,0
CRS2975RES200mN7647600E344600,200,127,37,10,3,5,25,10,2437433.3,3383,3,34,0,2,10,24,1,0,9,5,12,13,12,26,24,11,12,3,0
CRS2975RES200mN7647600E344800,200,95,35,14,9,4,19,8,1903713.6,3006,4,31,0,7,8,20,0,0,10,2,5,12,9,19,16,11,9,2,0
CRS2975RES200mN7647600E346000,200,107.5,41,11,10,5,19,5,2170771.6,3879,5,36,0,2,2,37,0,0,4,4.5,7.5,11,7.5,23,25,8,12,5,0
CRS2975RES200mN7647600E346200,200,103,41,8,12,3,22,6,2467730.3,3870,4,37,0,1,5,35,0,0,3.5,2,4,10.5,15,15,25,15,10,3,0
CRS2975RES200mN7647600E346400,200,105.5,45,5,12,1,26,10,2501497.8,3804,15,30,0,1,1,43,0,0,2,1,8.5,5,12,21,16,24,12,4,0
CRS2975RES200mN7647600E346600,200,94.5,42,6,11,3,24,5,2427425.3,4161,6,36,1,7,14,20,0,0,2,2,5.5,7,7,15,17,13,21,5,0
CRS2975RES200mN7647600E346800,200,105,34,7,8,7,10,5,1880248.1,2949,7,27,1,6,12,15,0,0,8,6,19,6,4,23,16,11,11,1,0
CRS2975RES200mN7647800E344000,200,182,73,35,23,8,27,21,2969169.5,4982,30,43,0,0,2,71,0,13,1.5,5,7,26.5,21,30,40,30,17,4,0
CRS2975RES200mN7647800E344200,200,183.5,69,23,13,5,47,18,3701161.5,5346,0,69,1,4,9,55,0,0,7,6,17.5,16,11,35,36,29,24,2,0
CRS2975RES200mN7647800E344400,200,172,67,22,21,8,31,13,3410994.2,5739,13,54,1,8,25,33,0,0,12.5,10,17,14.5,7,34,31,22,17,6,1
CRS2975RES200mN7647800E344600,200,108,45,16,13,3,26,12,1852627.1,3544,2,43,0,7,14,24,0,0,7,5,9,11,7,13,24,15,11,5,1
CRS2975RES200mN7647800E344800,200,103.5,43,16,10,2,26,13,1937785.7,3724,11,32,0,3,18,22,0,0,1,6,7,12.5,5,14,30,5,19,4,0
CRS2975RES200mN7647800E346000,200,70.5,31,11,10,2,14,8,1367437.5,2843,8,23,0,3,13,15,0,0,2,1,5,8,7.5,9,13,8,16,1,0
CRS2975RES200mN7647800E346200,200,147.5,58,21,16,7,25,11,2976007.4,4599,18,40,0,4,12,42,0,0,10,6,15.5,13,12,31,34,4,18,4,0
CRS2975RES200mN7647800E346400,200,140.5,48,7,7,7,30,11,3235300.5,4718,5,43,0,0,1,47,0,0,9,5,14.5,16,9,25,26,14,19,3,0
CRS2975RES200mN7647800E346600,200,140,52,12,8,4,34,13,2917013.4,4191,0,52,1,7,10,34,0,0,7,6,11,12,8,19,26,33,13,5,0
CRS2975RES200mN7647800E346800,200,148,50,14,15,7,29,8,3035538.2,4757,7,43,1,8,14,27,0,0,9,7,18.5,23,7.5,26,24,14,15,3,1
CRS2975RES200mN7648000E346000,200,167,60,18,10,5,27,23,3103735.5,5026,4,56,0,2,0,58,0,21,10,3,11,32,15,25,40,18,12,1,0
CRS2975RES200mN7648000E346200,200,202.5,71,27,22,11,26,22,3332897.8,5669,25,46,0,4,6,60,1,14,16,4,23,27.5,20,34,37,18,11,0,12
CRS2975RES200mN7648000E346400,200,122.5,47,9,11,2,24,9,2817416.6,4379,4,43,0,3,11,33,0,0,2,5,11,12.5,11,18,28,21,12,2,0
CRS2975RES200mN7648000E346600,200,109,38,6,5,3,28,5,2616773.3,3520,0,38,0,1,10,27,0,0,2,3,6,11,21,10,34,4,15,3,0
CRS2975RES200mN7648000E346800,200,84,39,6,11,1,25,7,2340740.3,3907,6,33,0,6,14,19,0,0,7,1,0,3,9,10,11,18,22,3,0
CRS2975RES200mN7648200E346000,200,123,60,28,22,1,22,14,2189449.2,4782,9,51,0,0,3,56,1,0,4,4,5,12,13,23,26,13,21,2,0
CRS2975RES200mN7648200E346200,200,175.5,68,37,14,5,12,28,2331279.8,4360,14,54,0,0,0,68,0,52,14,12,18,17.5,19,38,29,18,9,1,0
CRS2975RES200mN7648200E346400,200,210,90,38,28,5,35,25,3578645.6,6978,45,45,0,4,12,74,0,40,12,5.5,11,17.5,25,39,35,31,27,7,0
CRS2975RES200mN7648200E346600,200,94.5,41,12,12,2,22,10,2203728.8,3499,17,24,0,7,5,29,0,0,3.5,1.5,4,9.5,11,16,23,10,12,4,0
CRS2975RES200mN7648200E346800,200,59,18,5,2,4,8,3,1124647.4,1515,0,18,0,3,2,13,0,0,4,3,1,8,2,15,10,8,5,3,0
CRS2975RES200mN7648400E346000,200,148.5,56,14,12,8,39,11,2859852.9,4239,3,53,0,2,6,47,1,0,10,5,9,22.5,5,31,33,23,8,2,0
CRS2975RES200mN7648400E346200,200,90.5,33,8,7,4,12,6,1586078.9,2713,4,29,0,1,4,27,1,0,6,3,6.5,13,6,20,16,13,5,2,0
CRS2975RES200mN7648400E346400,200,177.5,64,37,11,8,31,22,2672060.3,5016,23,41,0,2,4,58,0,20,6,6.5,11.5,26.5,9,37,36,26,15,4,0
CRS2975RES200mN7648400E346600,200,70.5,29,8,8,0,17,5,1708772.2,2890,2,27,0,6,9,14,0,0,0,1,5.5,8,6,13,18,9,6,4,0
CRS2975RES200mN7648400E346800,200,44.5,20,7,8,1,11,1,846447,1713,5,15,0,1,7,12,0,0,5,1,1,1.5,5,10,4,11,2,4,0
CRS2975RES200mN7648600E346000,200,124,47,24,10,3,27,6,2138821,3971,6,41,0,5,8,34,0,0,5,5,6.5,13.5,12,23,26,20,8,5,0
CRS2975RES200mN7648600E346200,200,85,29,8,6,4,23,3,1625843.9,2601,0,29,0,3,1,25,0,0,5,1,10,8,7,23,16,10,4,1,0
CRS2975RES200mN7648600E346400,200,64.5,21,5,3,3,12,4,1305798.4,1876,0,21,0,1,1,19,0,0,9.5,1,7.5,5.5,6,14,9,11,1,0,0
CRS2975RES200mN7648600E346600,200,120.5,46,22,11,6,16,19,2080181.9,3281,22,24,0,6,17,23,0,0,4,4,14,23.5,10,25,18,11,8,2,1
CRS2975RES200mN7648600E346800,200,107.5,39,17,12,8,24,8,1826136.5,3400,6,33,0,3,12,24,0,0,5,4,12,16.5,6,21,18,14,5,6,0
CRS2975RES200mN7648800E346000,200,114,44,13,10,3,25,7,2610903.6,4017,11,33,0,1,11,32,0,0,5,2,12.5,16.5,8,15,24,19,11,1,0
CRS2975RES200mN7648800E346200,200,168,56,17,11,8,34,7,3371188.5,5291,2,54,0,2,14,39,1,0,13,2,18,19,11,28,40,23,10,4,0
CRS2975RES200mN7648800E346400,200,67.5,24,9,6,4,12,5,1165368.9,1785,4,20,1,5,5,13,0,0,7,1,0.5,4,11,13,13,11,5,2,0
CRS2975RES200mN7648800E346600,200,40,16,7,5,2,8,2,745425.8,1380,0,16,0,6,8,2,0,0,3,2,4,3,2,8,7,7,2,2,0
CRS2975RES200mN7648800E346800,200,92,36,14,7,2,21,3,1732328.7,3116,4,32,1,8,11,16,0,0,3,4,5,9,5,14,20,17,10,5,0
CRS2975RES200mN7668000E370000,200,59.5,17,9,3,6,12,4,894980.1,1513,0,17,0,5,4,6,2,0,5,0.5,5,6,5,11,11,10,3,3,0
CRS2975RES200mN7671800E314800,200,64,25,1,8,1,13,3,2484214.3,2501,0,25,1,9,8,7,0,0,4,1,3,8,4,9,13,6,11,5,0
CRS2975RES200mN7684000E324000,200,92,33,5,5,4,26,3,2338192,2893,1,32,0,1,30,2,0,1,4,5,9,10,2,8,13,17,17,6,1
CRS2975RES200mN7684200E324000,200,270.5,93,27,17,11,27,26,5496057.5,8036,57,36,0,0,4,89,0,48,16,8,21,38.5,23,48,63,27,22,3,1
CRS2975RES200mN7684400E324000,200,219.5,67,18,8,14,1,18,3629968.1,5565,0,67,0,0,0,67,0,66,5,6,22.5,36,33,23,65,25,4,0,0
CRS2975RES200mN7686600E358400,200,41.5,13,0,3,4,0,3,1300326.2,1470,5,8,0,0,13,0,0,0,2,1,8,4.5,3,3,18,0,2,0,0
CRS2975RES200mN7686600E358800,200,34,15,7,6,1,2,2,537541,759,0,15,0,0,11,4,0,0,3,0,1,2,2,6,7,6,7,0,0
CRS2975RES4000mN7632000E364000,4000,50.5,19,6,5,2,14.1,3.1,1002522.9,1700.9,0,19,0,1,5,13,0,0,1,1,1.5,4,4,4,11.1,13.9,8,2,0
CRS2975RES4000mN7636000E368000,4000,1126,427.2,196.2,108,41,266.8,79.8,18408256.6,34827.2,36.1,391.1,2,41.3,88.9,295,0,2,45.3,21.4,80.4,120.1,79.9,205.2,221.7,173.9,126.7,49.4,2
CRS2975RES4000mN7636000E372000,4000,1929.5,693.8,346.3,146.2,80,390.2,177.2,29023318.6,54699.1,96,597.8,3.9,31.8,125.8,532.3,0,125,103,55,155.6,228,154.5,372.2,398.1,271.3,149,39.8,3
CRS2975RES4000mN7640000E336000,4000,2883.5,1038.9,357.2,257.3,139.5,572,201.8,56763583,81171.9,228.6,810.3,15.4,48.6,237.3,730.3,7.3,86,163.3,83.5,235.8,302.8,214.1,588.4,601.3,388.3,222.4,77.6,6
CRS2975RES4000mN7640000E352000,4000,1997.5,740.600000000001,367.2,198.5,84.4,477.7,123.6,31976258.9,60661.1,27.8,712.8,1,87.6999999999999,154.6,495.3,2,0,113,61.6,163.8,230.9,137.7,401.6,408.4,235.6,179.6,63.4,1.9
CRS2975RES4000mN7640000E356000,4000,1452,548.4,292.1,141.1,57.1,368.9,92.1999999999999,21351703,46145.8,16,532.4,0,50,106.2,391,1.2,29,66.9,41.4,110,158.6,114.2,259.1,327.8,180.7,147,45.3,1
CRS2975RES4000mN7640000E360000,4000,611.5,201.8,111.2,32.9,29.3,160.9,24.7,8527243.6,16198.2,3,198.8,3,18.9,41.8,138.1,0,0,38.4,22.5,47.1,61.5,44.5,129.9,118.1,87.2,46.3,16,0
CRS2975RES4000mN7644000E352000,4000,70,24,13,6,2,13,5,1098757.7,2069,0,24,0,0,5,16,3,0,2.7,1.4,5.6,12.6,5,14,18.8,2,7.9,0,0
CRS2975RES4000mN7644000E356000,4000,674.5,249.2,134.9,61.2,29.9,166,47.2,9791876.1,19577.8,7,242.2,0.4,18.3,82,148.5,0,0,42.5,18.8,55.5,84.9,55.7,121.4,152,74.8,59.2,9.69999999999999,0
CRS2975RES4000mN7648000E348000,4000,6300,2250.8,997,530.8,301.3,1326.8,419,105266197.7,194928.1,188.1,2062.7,5.8,139,452.6,1627.7,25.7,23,398.1,229.9,520.9,707.6,491.1,1221,1234.5,798.100000000001,563.6,131.2,4
CRS2975RES4000mN7652000E336000,4000,645.5,207.8,102.2,44.1,37.1,150.1,40.9,9830443.3,15208.1,9,198.8,0,19.6,23.9,158.2,6.1,0,47.8,24.6,68.2,81,60.6,123.2,131,55.3,38.8,15,0
CRS2975RES4000mN7652000E340000,4000,48.5,19.1,8,4.9,3,11.9,0.9,750643.2,1222.7,0,19.1,0,0,2,17.1,0,0,0,2,2.7,7,2.9,7,12,5.7,9.2,0,0
CRS2975RES4000mN7652000E376000,4000,540.5,211.9,103.8,67.1,28.1,147,24,8919675.1,14777,0,211.9,3,45,67.1,74.8,22,0,20.9,10.5,30.1,48,31,103.8,116,86.1,68.1,26,0
CRS2975RES4000mN7656000E336000,4000,201.5,62.7,49.1,16.1,13.6,44.9,5.6,2388708.4,4924.1,0,62.7,0.8,4,14.2,41.9,1.8,0,10.6,7.8,20.9,21.3,18.9,35.9,53.2,16.3,11.9,3.7,1
CRS2975RES4000mN7656000E340000,4000,1019,377.2,215.6,90.7,48,272.9,62.9,14047893.4,28181.8,9,368.2,4,55.6,103.3,213.2,1.1,0,32.4,39.1,72.7,112.7,82,207.1,212.2,133.9,99.8,27.1,0
CRS2975RES4000mN7656000E376000,4000,994.5,365.6,193.6,92.9,49.2,264,64.9,14983684,28311,6.8,358.8,2.7,37.7,113.1,176.2,35.9,0,37.1,15.7,58.4,107,68,168.8,204.2,175.8,120.3,39.2,0
CRS2975RES4000mN7660000E336000,4000,203,76.8,60.8,23.1,12.1,62.1,4.9,2311445.9,5755.9,0,76.8,2.9,5.1,13.6,55.2,0,0,11.9,0.9,11,25.9,10,35.8,55,20.3,23.9,8.3,0
CRS2975RES4000mN7660000E368000,4000,304,96.9,42.9,9,16.1,60.1,29,4806807.3,8261.1,0,96.9,0,5,31,58,2.9,0,26.5,10.9,23,22.9,22.6,73,56.3,40.1,20.7,7,1
CRS2975RES4000mN7664000E360000,4000,365,121.1,60.1,30.2,20.4,76.8,15.7,5949485.1,9987.1,1.1,120,0,0,18.7,64.5,37.9,0,17.9,7.7,33,42.1,38.1,52.5,90.5,51.1,27.1,5,0
CRS2975RES4000mN7672000E312000,4000,2329.5,1036.1,186.1,378.9,69.9,412.9,190,66001667.3,82381,603.9,432.2,2.1,116.9,288.2,620.9,8,233,106.1,53.2,125.9,200.6,183.4,481.2,537,319.1,267,53,3
CRS2975RES4000mN7672000E316000,4000,9044.5,3377,1248.2,829.8,387.9,1191.1,937.1,169937892.1,253039.6,1673.9,1703.1,3,214,731.2,2395.7,33.1,1468,562.8,278,720.2,1121.8,739.3,1759.9,2018.6,982.3,694.7,159.1,7.8
CRS2975RES4000mN7672000E360000,4000,2766.5,903.2,346.6,159.7,156.9,603.9,180,50305942.2,74225.1,25.8,877.4,1.8,95.2,115.2,611,80,0,144.5,100.3,244.2,346.6,205.9,573.1,560.9,325.9,199.3,56.8,9
CRS2975RES4000mN7672000E364000,4000,15123.5,5632.1,2539,1605.8,705.4,2034.5,1552,258156759.3,421525,2593.7,3038.4,34,668.9,1303.1,3494.1,132,1641,921.5,532.1,1276.9,1885.1,1339.8,2681,2721.3,1829.2,1423.8,414.3,98.5
CRS2975RES4000mN7676000E348000,4000,57,21.1,9,7,4.1,12,3.2,1058032.7,1679.1,0,21.1,0.9,2.2,5.8,11.1,1.1,0,4,0,5,4,1.8,11.1,7,12,12.1,0,0
CRS2975RES4000mN7680000E320000,4000,22187.5,8066.2,3510.1,2260.1,1124,2162,2121.8,357178258,531501.3,4408.3,3657.9,39,841.9,3508.2,3627,50.1,4417,1185.6,631,1644.3,2718.1,1882,3889.5,4385.4,2805,2271.2,662.2,113.2
CRS2975RES4000mN7680000E328000,4000,2220,761.6,156.9,141,99.1999999999999,519,133.6,52964918.7,68930.2,98.8,662.8,0.7,31.7,109.9,611.2,8.1,62,125.6,66.6,165.1,272.6,170,462.7,478,267.3,175,36.1,1
CRS2975RES4000mN7680000E344000,4000,4743,1471,613.6,236.8,273,959.4,255.4,81518807.4,128870.8,35.8,1435.2,2,34.3,204.4,1208.2,22.1,0,342.4,168.8,439.1,616.6,355,971.3,1100.2,412,275.9,53.7,8
CRS2975RES4000mN7684000E328000,4000,4428,1490.9,250,287,197.1,970,205,119560588.7,142069.8,279.8,1211.1,0,41.6,188.3,1258.2,2.8,68,253.5,133.3,363.5,518.1,339.7,916,1026.4,518.2,271.3,58,30
CRS2975RES4000mN7688000E352000,4000,699.5,255.1,88,55,20,80.1,79.1,14690144.7,20478.9,137.2,117.9,0,8,36,208,3.1,0,47.9,38.9,85.6,78.1,44,159,131.1,56.1,35.9,13.9,9
CRS2975RES8000mN7656000E344000,8000,69,27.2,11.2,9.1,2,16,2.8,1456163.8,2431.6,0,27.2,0.6,0.8,4.1,20.1,1.6,0,2.8,4.1,5.7,4.1,2,18.3,13.8,9.7,6.3,2.2,0
CRS2975RES8000mN7664000E336000,8000,137,31.2,17.1,6,10,20,4.9,1959324.5,2156.1,0,31.2,0,3.1,7.8,20.3,0,0,7,5.7,11,9.2,11.1,30,37.1,12,9,4.9,0
CRS2975RES8000mN7664000E352000,8000,42,18.2,8.1,4.8,0.8,8.1,4.1,620181.9,1279.2,0,18.2,0,2,0,8.8,7.4,0,2,1.2,2.8,6,4.1,8.8,10,4.9,2.2,0,0
CRS2975RES8000mN7672000E336000,8000,1345,509.5,303.5,144.4,48.2,370.1,82.5,18678831.1,43235.4,0,509.5,0.8,54.8,108.6,291.2,54.1,0,64.5,30.2,80.8,131.1,98.8,260.2,337.3,175,135.2,31.9,0
CRS2975RES8000mN7672000E352000,8000,4447,1501.5,606.7,304.1,245.8,938.7,292.9,77126106.6,127309.4,150.9,1350.6,3.6,128.6,419.9,871.2,78.2,77,248.8,137,307.8,529.7,320.6,836.8,947.5,586,412.7,109.1,11
CRS2975RES8000mN7680000E336000,8000,44683,17285.8,4692,5023.4,1767.2,6884,3325.9,1010106400.3,1360428,7575.9,9709.9,52.8,922.2,5481.2,10522.6,307,3456.9,2335,1254.9,3362.6,4872.3,3786.7,8801,9460.5,5529.9,4167.3,935.6,177.2
