idcar_nat,tmaille,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES1000mN2032000E4250000,1000,636,338.1,101.1,179,15,108,30,12630411.8,20979,323,15.1,246,10.9,51,20.1,10.1,12,29,12.1,32.6,36.5,26.1,113.9,130.9,91.9,111,52,0
CRS3035RES1000mN2032000E4251000,1000,394.5,153,30.9,43.2,17,46.1,20.2,7926187.1,14614,81.2,71.8,8,11,87.1,38.7,8.2,59,18.5,10,43.1,41.2,17.2,68.8,80.9,45.7,39.9,29.2,0
CRS3035RES1000mN2033000E4250000,1000,201.5,89.1,15,30.9,6.1,58.9,11.4,5187800.7,9014,15.1,74,4.2,0.7,28,51.3,4.9,0,6.9,4.7,8.8,15,10.1,24.1,52.8,32.2,30.9,15.1,0.9
CRS3035RES1000mN2033000E4251000,1000,152,67.8,5.3,21,1,48.9,6.2,4258506.8,6537.8,8.8,59,3.1,0,9.9,54,0.8,0,4,0,2.9,9.8,12.1,30.6,30.4,38.2,21.1,2.9,0
CRS3035RES1000mN2034000E4252000,1000,146,63.3,16.8,16.8,3.1,38.8,8.1,3552678.5,6237.9,3.2,60.1,0,0,23.2,35.1,5,0,2,5,11,12,8,24.8,29.2,22.1,23.8,8.1,0
CRS3035RES1000mN2034000E4253000,1000,50,23.9,2.1,7.1,1.1,12.9,3.9,1130725.3,2151.1,3.9,20,0,0,6.8,16.1,1,0,2,0,1.1,3.9,2.1,11.9,7.9,8.9,11.1,1.1,0
CRS3035RES1000mN2035000E4252000,1000,104.5,38.9,8,9,4.1,25,10.1,2230488.6,3927.1,3.1,35.8,0,0,10.8,25,3.1,0,6,0.9,4.8,14.6,6.1,14,25,12.1,17.9,3.1,0
CRS3035RES1000mN2035000E4253000,1000,55,23.9,3.2,9.1,3.2,17,4.2,1311382.5,2178.9,4.1,19.8,1.9,0,3.2,17.8,1,0,1.9,1,3.2,1.9,4.9,12.9,9.1,9.1,7.8,3.2,0
CRS3035RES1000mN2044000E4253000,1000,85.5,42.2,2.1,20.8,2.1,31.2,3.8,2136689.8,3610.9,7.1,35.1,10.9,2,15,14.3,0,0,4.3,0,3.5,4.4,0.7,8.9,14.8,17.1,20.8,11,0
CRS3035RES1000mN2045000E4253000,1000,66,26.9,5,11,2,11,6.1,1409600.7,2178.9,6.1,20.8,10.1,2.9,6.1,7,0.8,0,2.9,0.8,6.1,6.1,6.1,7,17,8.1,7,4.9,0
CRS3035RES1000mN2052000E4250000,1000,54,23,4,7.9,2,15.1,0,1468374.8,2075.9,6,17,12,2.9,3.1,5,0,0,1.9,2,2,4,4,5,13,3,13.1,6,0
CRS3035RES1000mN2052000E4251000,1000,75,28.9,2.1,6,1,16,3.1,1829357.2,2802,8.9,20,0,0,17.9,11,0,0,1,3,3.9,7,3.9,12,15,13.1,11.1,5,0
CRS3035RES1000mN2054000E4253000,1000,64,29.1,4,7,0.9,16,2,1510280.1,2686,7.9,21.2,2.1,1,6.1,19.9,0,0,0.9,0,4.9,2,5.1,8.9,14,14,9.1,5.1,0
CRS3035RES1000mN2054000E4254000,1000,436.5,201,33,65,8.1,117,29.9,9808525.4,17300.1,39.9,161.1,30,16,43,111,1,0,19.3,10.1,31.4,36,23.6,70.9,115,57.1,52.1,21,0
CRS3035RES1000mN2054000E4255000,1000,164,63,6,12.9,6,46.1,8.1,3852151.3,6289.1,10,53,1,4,9.9,48.1,0,0,8.9,3.5,14.5,18,9.1,28.9,37,22,12.1,10,0
CRS3035RES1000mN2054000E4260000,1000,1669,815,181,371,44,267,102.1,36882382.9,59555,694,121,123,244.1,255.9,182,10,41,78.5,37.5,88.5,136,91.5,325,334,233,226.1,118.9,0
CRS3035RES1000mN2054000E4261000,1000,209.5,118,21.9,65.9,4,41.9,13,4360221.3,7534.9,105,13,1.9,13,20,82.1,1,0,10.1,1,18,10.5,9,54.1,52.9,17,27,9.9,0
CRS3035RES1000mN2055000E4253000,1000,114.5,62,11.2,29,1,43,6.1,2541655.4,5532,17.1,44.9,6,8.9,20.1,23.9,3.1,0,1.9,2.9,3,7.4,3,19,22.1,27,19,9.2,0
CRS3035RES1000mN2055000E4254000,1000,46,15.9,2,3.1,1,13,2,1200431.1,1804,0,15.9,0,0,0,15.9,0,0,0,2,2.9,7.1,3,7.1,14.9,5,2,2,0
CRS3035RES1000mN2055000E4255000,1000,40,17,1,4,0,12,3,1027971.3,1642,2,15,1,0,3,13,0,0,0,0,2.4,4.6,5,2,12,9,4,1,0
CRS3035RES1000mN2055000E4260000,1000,702.5,327,67,137.1,13.9,89,36,13726284.4,23016.1,263,64,1,78,106.2,133.8,8,0,29.5,13.5,39.3,63.5,48.7,136.3,163.8,97.9,81,29,0
CRS3035RES1000mN2055000E4261000,1000,32,17,5.1,9.9,1,9,1,640781.1,1592,9,8,0,5,2,7.9,2.1,0,0,0.9,3,2,0.9,3.1,10,4.9,2.1,5.1,0
CRS3035RES1000mN2056000E4260000,1000,464.5,204.1,48,67,12,56,22.1,8802148.4,14150,152,52.1,0,23.9,61.8,107.2,11.2,0,19.9,20.5,34.6,22.5,23,99.1,100.9,58,68,17,1
CRS3035RES1000mN2056000E4261000,1000,89,41.9,5,13.1,1,32.1,3.1,2703306.8,5172,6.9,35,0,0,23,18.9,0,0,1,0,2.1,4.8,7.2,8.1,11.9,20.1,25.9,7.9,0
CRS3035RES1000mN2057000E4260000,1000,197,82.9,14.8,20.8,4.1,32.8,13.8,4766261.7,7820,28,54.9,0,0.9,4.9,73.1,4,0,6,2.9,11,22.9,15.8,40.1,52.9,20,20.2,5.2,0
CRS3035RES1000mN2057000E4261000,1000,134.5,63,4.9,21.1,1.9,49.3,4.1,4407178.7,10266.1,3.2,59.8,0,0,26.3,36.7,0,0,0,1.4,3.4,10.6,5.9,13.8,29.4,15.9,42,12.1,0
CRS3035RES1000mN2058000E4260000,1000,51,21.1,2,4,2,17.1,0,1292192,2516.1,3.1,18,4,0,5.1,12,0,0,0,0,1.1,4,2,7,12,7.1,13.8,4,0
CRS3035RES1000mN2058000E4261000,1000,472.5,209.1,47.2,76,12.8,108.9,20,10237519.4,17635.8,87.2,121.9,12.2,9.8,64.2,118,4.9,0,15.1,12.8,30.1,45.6,20,91.3,96.9,58,72.8,29.9,0
CRS3035RES1000mN2059000E4260000,1000,44,22,5,9.1,1,12.9,1,1054762.3,2227,5,17,0,0,7,15,0,0,1,1.9,1,1.9,2.1,9.1,5.9,8.1,6,7,0
CRS3035RES1000mN2059000E4261000,1000,66,23.9,7.9,2.9,1,10.2,2.9,1473838.8,2221.2,10.8,13.1,0,1.9,12,10,0,0,1,1,6.8,9.1,4.1,7.9,15,8.1,10.1,2.9,0
CRS3035RES1000mN2060000E4258000,1000,25,12,4,4,0,5,1,408215.2,939,2,10,2,1,4,2,3,0,1,2,1,0,2,3,5,3,4,4,0
CRS3035RES1000mN2060000E4259000,1000,125,53.1,9,16,4,32.1,4.9,3134777.7,5075,8.9,44.2,12.2,0.8,7.9,31.2,1,0,2,2.2,11.6,7.9,9.1,16,33.1,16,20.1,7,0
CRS3035RES1000mN2060000E4267000,1000,27,11,0,0.9,0.9,9,0,970508.7,1705,0,11,0,0,0,11,0,0,0.9,2,0,2.1,0,2.9,0,6,12,1.1,0
CRS3035RES1000mN2061000E4266000,1000,97.5,48.2,5.9,16.1,0.7,29.8,7.9,2325978.9,5698.1,9.2,39,5.1,3.1,9.8,30.2,0,0,0.6,0,1.9,8.6,5.8,10.9,22.3,14.2,22.3,10.9,0
CRS3035RES1000mN2061000E4267000,1000,98,49,1.8,16.8,1.8,32.9,6.8,2677262,6204.8,6.8,42.2,0.6,1.1,15,31.1,1.2,0,2,0,3.1,9.9,6,8.9,20.8,14.1,24.2,9,0
CRS3035RES1000mN2062000E4261000,1000,76,35,6,9,0,18,4,1806987,3222,11,24,4,2,5,24,0,0,2,0,4,8,6,10,20,16,8,2,0
CRS3035RES1000mN2062000E4262000,1000,69,30.8,3.9,10.9,2,23.9,3,1597647.3,3422.2,3.1,27.7,1.6,2,9.1,17.1,1,0,1,0,5.7,7.5,1,5.3,13.8,10.8,16,7.9,0
CRS3035RES1000mN2062000E4263000,1000,61,21.1,8,3.9,3.9,11,0,1033563.1,2070.1,5.1,16,0.9,1.9,10,6.1,2.2,0,0.9,0,3,10,2.2,7.9,13,8.1,10.8,5.1,0
CRS3035RES1000mN2062000E4264000,1000,54,23.2,2,5,2,16.1,5,1475129.3,2784.8,1.1,22.1,4,1,2,16.2,0,0,0,0,3.1,7.8,2,3.1,14.9,9.1,13.1,0.9,0
CRS3035RES1000mN2062000E4265000,1000,38.5,18,4,5.9,1,11,1,968734.9,1901.9,4.9,13.1,0,0,5.9,12.1,0,0,0,0,1,2.5,2,3,7,7.9,11.1,4,0
CRS3035RES1000mN2063000E4262000,1000,25,11.9,0,5,0,9,1,810783.4,1399,0,11.9,0,0,2.9,9,0,0,1,0,0,3.1,1.9,4,5,4,6,0,0
CRS3035RES1000mN2063000E4263000,1000,151.5,49,6.1,10,6.1,25.8,8.1,3449839.8,5518,17.1,31.9,0,1.1,13.9,23.1,10.9,0,8.8,7,12.9,15.9,9.6,35.9,30.3,16.1,13.9,1.1,0
CRS3035RES1000mN2064000E4228000,1000,169.5,92.9,20.1,40,2,30,17,3566524.7,5811,87.9,5,10.9,11,14,56,1,23,6,3,4.4,16,11,24.1,39,28.9,30,7.1,0
CRS3035RES1000mN2064000E4229000,1000,1300.5,691.9,163,338.1,29,271,64.9,26397430.3,46926,631,60.9,149.1,108.9,243,189.9,1,44,56.1,23.6,52.4,88.1,55.9,204.5,275,183,234,126.9,1
CRS3035RES1000mN2088000E4270000,1000,58,27.1,5.8,6.9,1.1,16.1,5,1227674.1,3014.1,1.1,26,1,0,11.9,14.2,0,0,0,1.9,3.2,5.8,1.9,7.1,10.3,3.9,18.1,5.8,0
CRS3035RES1000mN2089000E4270000,1000,75,41.1,3.9,15.9,1,33,2,1697367.1,3977.1,2.9,38.2,0,1.9,30.1,9.1,0,0,0,0,0.8,5,1,9.1,7.1,9.1,24.9,18,0
CRS3035RES1000mN2090000E4270000,1000,88,48.1,12,26,0,17,5,1850247.2,3487,24,24.1,8.1,16,9.1,12.9,2,0,2,1,5,4.1,8.1,13,16,17.8,13,8,0
CRS3035RES1000mN2091000E4270000,1000,169,68.1,8,15,2.9,18,18,3308468.5,6327.9,0,68.1,0,0,3.1,65,0,48,9,6,24.4,14.6,7.9,44,27.1,20,11,5,0
CRS3035RES1000mN2092000E4228000,1000,61,26,6.1,4.9,0.8,21.8,2.1,1457067.8,2631.9,1.1,24.9,2,2.1,6.1,14.9,0.9,0,1.4,2.1,4.9,2.9,3.1,4,10.1,12.8,12.8,6.9,0
CRS3035RES1000mN2092000E4229000,1000,49.5,19,4,5,1,16.1,2,1161964.9,2149.9,1.9,17.1,0.8,1,1.1,16.1,0,0,1,1.5,1.8,6,5,7.1,12.9,7.1,5,2.1,0
CRS3035RES1000mN2093000E4229000,1000,31,15.8,2,4.9,0,13,3.1,727441.8,1804.2,0.7,15.1,1.1,0,2,12.7,0,0,1.1,0,0,0,3.1,3.1,3.7,8,8.9,3.1,0
CRS3035RES1000mN2094000E4224000,1000,140.5,52.9,8,11,6,26,6,3309193.8,4680.1,19,33.9,15.9,1,18,17,1,0,8,3,9,9.5,4,29,24.9,15,34.1,4,0
CRS3035RES1000mN2094000E4225000,1000,81.5,34,3.1,10.9,4.1,28.9,1,2467751.9,3537,2.8,31.2,2.8,0,13.1,18.1,0,0,2,0.9,5.5,7.9,4.1,9.9,17.2,13.9,15,5.1,0
CRS3035RES1000mN2094000E4229000,1000,25,11,1,2,0,11,3,573122.4,1215,0,11,1,0,3,7,0,0,1,1,1.8,2,1,3,7.2,8,0,0,0
CRS3035RES1000mN2095000E4224000,1000,59,24,4,7,2,8,6,1198845.5,1833.9,3,21,0,0,3,20,1,0,1,1.1,7,8.5,4.6,9,18.9,2.9,3,3,0
CRS3035RES1000mN2095000E4225000,1000,157,61,1.9,10.9,3.9,52,9,4526747.5,7421.9,5.1,55.9,2,0.9,10,47.1,1,0,6,2,11,12.9,16.9,18.1,37.1,23,25.1,4.9,0
CRS3035RES1000mN2096000E4224000,1000,193,74.1,4,8.9,4.8,64,5.9,5451648.9,8944.9,7.1,67,0.7,1.3,25,47.1,0,0,1.9,2,7.2,6.5,19.3,27.2,34.9,44.8,40,9.2,0
CRS3035RES1000mN2096000E4225000,1000,240,89.2,7.2,19.1,7.8,75.9,8.2,6117582.9,9880,11.9,77.3,5.9,0.9,40.4,42,0,0,4.1,9.4,14,24.9,12.1,34.9,49.8,28.9,47.8,14.1,0
CRS3035RES1000mN2097000E4224000,1000,306,108,13,14.1,15.2,95,13.2,7712680.7,11694.9,29.1,78.9,0,0,47.9,59,1.1,0,7.9,3.1,22.7,26.6,19.9,49.9,70.1,59.1,36.8,9.9,0
CRS3035RES1000mN2097000E4225000,1000,235,95.9,6.8,23.4,2.9,76.1,13.9,5809142.3,10696,20.7,75.2,1.9,5.1,37.9,51,0,0,4.6,3.8,10.9,17.5,21.9,26.7,46.1,52.1,41.1,10.3,0
CRS3035RES1000mN2097000E4226000,1000,71,28.9,4.1,9,4.1,24,3,1612183.3,2901.1,5,23.9,7.7,0,7.1,14.1,0,0,3,0.7,2,5.1,6,9.9,16,13,12.2,3.1,0
CRS3035RES1000mN2098000E4224000,1000,148,54,7,8.8,5.8,35,4.8,3645493.8,5398.7,6.9,47.1,3.9,0,33.1,17,0,0,2.1,2.8,9.1,17.1,9.2,22.1,30.9,25.2,23.7,5.8,0
CRS3035RES1000mN2098000E4225000,1000,176.5,68.9,7.1,11,4.9,54,6,4563723.2,7479.2,8,60.9,3.1,1.9,9.9,54,0,0,3,2.2,8.1,14.5,14.1,19.1,51.7,33.9,23.9,6,0
CRS3035RES1000mN2098000E4230000,1000,138.5,66,11,31,5,43,5,2978102.7,4488,33,33,39,7,9,11,0,6,2,5.5,9.5,12.5,4,27,23,21,22,12,0
CRS3035RES1000mN2098000E4270000,1000,205,90.9,21.9,31.8,7.1,58,14.7,4103864,9228,20.9,70,6.9,7.9,34.1,41.2,0.8,0,1.9,4.1,14.1,25.3,14,26,38.6,37.1,31,12.9,0
CRS3035RES1000mN2098000E4271000,1000,130.5,56.1,12.1,15.9,5,31,6,2799344.7,5300.9,17.9,38.2,7.8,11.9,14.2,19.2,3,0,4,3,8.6,11.9,3,19.1,27.1,19,16.9,17.9,0
CRS3035RES1000mN2099000E4224000,1000,149,59.1,7.1,13.9,4,46.1,5,3896441.1,6569.9,7.2,51.9,1.7,0.8,35.5,20.1,1,0,5.9,0,3,12.9,8,23.2,26.9,23.9,38.8,6.4,0
CRS3035RES1000mN2099000E4225000,1000,314.5,137.9,21.8,48,5,90.3,7.1,8118911.9,13769.1,33.8,104.1,6.1,11.9,40.9,78,1,0,9.8,5.1,12.9,25.6,11.8,54.2,68.9,46,60,20.2,0
CRS3035RES1000mN2099000E4230000,1000,98,54.9,17,31,0,32,7,2051311.3,3738,22.9,32,33,7,10.9,4,0,0,2,0,4,10,4,13,25.1,10.9,17,12,0
CRS3035RES1000mN2099000E4270000,1000,589.5,249,52,85,21.1,129.1,42.1,11553769,23321.9,63,186,9,23.9,80,133.1,3,46,24.9,14.4,41.7,70.6,42.9,95.8,119.1,68.1,70,42,0
CRS3035RES1000mN2099000E4271000,1000,432.5,212.1,60,97.9,15,76,26.8,7461731.9,17692.9,143.1,69,6,8,107,89.1,2,2,14.9,13.2,29.4,36.9,23.9,65.9,90.1,69.1,57.9,31.2,0
CRS3035RES1000mN2100000E4241000,1000,112,62,14,30,3,33,8,2674188.8,4664,21,41,40.1,3,8,10.9,0,0,4,1,4.1,6,2,18,19,18.9,24.9,13,1.1
CRS3035RES1000mN2100000E4242000,1000,174.5,99,33,53.1,4,60,9,3608030.4,7592,32.9,66.1,64.1,3.9,14,17,0,0,2.4,1,9,12,8,28,20.9,38,35.1,20.1,0
CRS3035RES1000mN2120000E4219000,1000,69.5,41,11,22,0,24,3,1337797.7,2727,9,32,27,0,6,8,0,0,1,1,1,3.5,1.9,6.1,11,10,18,16,0
CRS3035RES1000mN2128000E4222000,1000,32,19.1,6.3,9.7,0,15,3.1,585091.2,1983,4.9,14.2,4.9,1,9.3,3.9,0,0,0,0,1,1.7,3.1,1.8,6.3,2.2,7,8.9,0
CRS3035RES1000mN2128000E4277000,1000,52,31,11,17,1,18,3,1078262.6,2203,17,14,20.9,2,2.1,6,0,0,2,1,0,1,5,2,8,13.9,9.1,10,0
CRS3035RES1000mN2129000E4277000,1000,21,11.9,3,4.9,0,9.1,0,463357,911,5,6.9,7.9,0,3,0,1,0,0,0,0,1,0,1.9,3,3,6,6.1,0
CRS3035RES1000mN2129000E4279000,1000,28.5,16,6,6,0,14.1,2,560981.4,1697,1.1,14.9,1,1.1,7.9,6,0,0,0,0,0,1.6,1,1,4.1,7.8,11.1,1.9,0
CRS3035RES1000mN2132000E4260000,1000,33,10.9,2,1,2,5.9,0,773585.3,1016.1,1.9,9,2,0,4.9,3.1,0.9,0,0.9,0,2,1,5,4,3.1,8,5,4,0
CRS3035RES1000mN2134000E4258000,1000,23,12,2.9,6,0,2.9,1,478157.6,732,7,5,8.9,0,1,1,1.1,0,0,0,2.9,1,0,4,6,5,2,2.1,0
CRS3035RES1000mN2134000E4260000,1000,47,26.9,2.9,14,0.9,16,0.9,1060479.6,1849,14,12.9,17.9,0.9,3.9,4.2,0,0,0,0,2.9,1.1,2,4,8,8,16.9,4.1,0
CRS3035RES1000mN2136000E4282000,1000,88,41,8.1,14.8,3,32,5.9,1975491.3,4438.1,4.9,36.1,1.7,2.2,10.1,26.2,0.8,0,3,3,6.8,3.2,4.1,8,17.1,13,19.8,10,0
CRS3035RES1000mN2137000E4255000,1000,51,27,4,11,0,17,6,1404230.6,2134.9,14,13,17,0,1.1,8.9,0,0,2,0,2,3,4,8,8.9,5,10,8.1,0
CRS3035RES1000mN2137000E4282000,1000,27,18,2,10,0,10,1,689770.4,829,0,18,0,5,13,0,0,0,0,0,1,0,1,5,0,8,10,2,0
CRS3035RES1000mN2138000E4280000,1000,169.5,79,14.9,23,1.9,51.8,13.9,3535582.7,8373,8,71,0,0,39,39,1,16,0.9,1.9,10.9,14.1,10.5,17.8,31,31.2,40.2,11,0
CRS3035RES1000mN2138000E4281000,1000,43,18.1,6.1,6.1,1.1,12,0,844196.6,1603,3,15.1,0,1.9,2.1,13,1.1,0,1.1,1.4,2.4,1.9,4.9,6.1,8.9,8,8.3,0,0
CRS3035RES1000mN2138000E4282000,1000,168,86,18,37,2,36,8,3531575.1,6475,40.1,45.9,1.1,3.8,52.1,27,2,0,3.8,4.8,4,12.8,6.1,22.9,35.1,24.1,40.2,14.2,0
CRS3035RES1000mN2139000E4259000,1000,31,17,6,10,1,9,1,757913.3,1267,4,13,14,1,1,1,0,0,1,0,2,2,0,4,2,5,6,9,0
CRS3035RES1000mN2139000E4262000,1000,20,11.1,2,6,0.9,6,0.9,398342,707.1,3.1,8,11.1,0,0,0,0,0,0,0,0,0.9,2,0,4,0,9.1,4,0
CRS3035RES1000mN2139000E4280000,1000,55,24,6,5,0,13,4,1069028.8,2378,2,22,1.1,2,9.9,11,0,0,0,1.1,2,9,5,6,11,9,9.9,2,0
CRS3035RES1000mN2139000E4281000,1000,108.5,48,6.1,10.9,1,34,14,2177518.2,4370.1,0.9,47.1,0,1,7,40,0,0,4.8,1.8,11,8.7,9.1,18.8,22.2,11.2,18.9,2,0
CRS3035RES1000mN2139000E4282000,1000,50,29.1,2.1,15.9,0.9,12.9,0.9,1039220,2369.1,11.2,17.9,0,12,9.1,7.1,0.9,0,0,0,2.9,2.1,0,2.9,12.9,4.1,17.1,8,0
CRS3035RES1000mN2140000E4280000,1000,62,30,2,9.8,0,25.9,2.9,1603709.6,3329.9,3.9,26.1,0.7,1.1,11.2,17,0,0,4.1,2.9,4.1,0,1,11,14.1,6.8,16,2,0
CRS3035RES1000mN2140000E4281000,1000,295,160.9,33,73.9,4.9,106,18.1,5817338.7,13383.9,89,71.9,2.1,11,42.9,104.9,0,0,7.9,1,8,29,14.9,26,57,50,73.1,28.1,0
CRS3035RES1000mN2140000E4282000,1000,178,114,29.1,68.9,2,53.9,12,3900404.8,6766,99,15,0,7,35.9,71.1,0,0,4,2.5,7.5,5,8.1,19.9,36.9,34.9,37,22.2,0
CRS3035RES1000mN2141000E4280000,1000,137,62.1,13.1,17,3.1,45.3,7.1,2956440.9,6530.1,13.2,48.9,0,7,30.1,25,0,0,2.1,3,4.1,14,7.8,15.2,29.9,19,25.9,15,1
CRS3035RES1000mN2141000E4281000,1000,678.5,349.2,97.1,163,11,148.9,47,12613169,26566,225.3,123.9,4,38.9,74.1,232.2,0,77,27.1,20.4,46.2,48.5,28.4,100.9,112.1,105.9,124.9,64.1,0
CRS3035RES1000mN2142000E4267000,1000,17,13,5,9,0,8,2,255352.7,586,9,4,8,2,1,2,0,0,0.9,0,0,0,0,1,3,1.1,2,9,0
CRS3035RES1000mN2142000E4282000,1000,261,130.9,36.9,53.8,4,73,11,4802434.3,10521,64,66.9,3.2,18.9,29.9,77.9,1,0,3.9,4,13,19,16,31.8,47.1,41,66,19.2,0
CRS3035RES1000mN2143000E4267000,1000,18,12,1,8,0,5,0,426938.6,784.9,2,10,9,0,3,0,0,0,0,0,0,0,0,1,1.9,7,7.1,1,0
CRS3035RES1000mN2143000E4268000,1000,49,30,8,18,0.9,19,1,957043.7,1985.1,14.9,15.1,19,0.8,2.9,6.1,1.2,0,1,0,1.9,0.9,3.1,2.9,10,9.1,17.1,3,0
CRS3035RES1000mN2143000E4282000,1000,271.5,122.1,25,41,7,75,16.1,5772770.7,11272,48.1,74,0,10,38,73.1,1,0,18.6,4,13,22,8,44,54,43.9,43,21,0
CRS3035RES1000mN2144000E4282000,1000,218,125,30,62.8,4,69.2,13.9,4375733.4,8724,12.1,112.9,1,1,84.9,38.1,0,0,5,4,7.9,17,11,25.8,28,44,68.2,6.1,1
CRS3035RES1000mN2145000E4282000,1000,163,65.2,13.7,21.1,4.9,31.1,8.9,3348331.2,5968.1,24.4,40.8,6.7,14.3,17.1,27.1,0,0,6.9,1.9,16,14.9,5.7,27.1,28.3,32.9,15.2,14.1,0
CRS3035RES1000mN2148000E4278000,1000,51,17,1.9,2.9,2.9,15,1.9,952773.1,1924.1,0,17,0,0,4,13,0,0,0,1.8,1.1,5.9,1.1,6.1,10.9,11,5.1,0,8
CRS3035RES1000mN2148000E4279000,1000,125,60,13,28.9,3,38.9,2,2493853.4,5323,26,34,6,1.9,19,33.1,0,0,1,3.9,9,11,7,17,24.9,15.1,25.1,11,0
CRS3035RES1000mN2148000E4280000,1000,704,349.9,93,152.7,14,160,57,13168637.2,28649.9,219,130.9,19.1,30,108.9,190.9,1,39,26.1,9.9,42.1,54,42,84.8,132,111.9,126.1,73.1,2
CRS3035RES1000mN2148000E4281000,1000,39,17.1,3.2,3.9,1.2,14,2.1,940859.4,1458.1,7.2,9.9,3.9,0,2,11.2,0,0,0.8,0.8,0,5.1,0.9,5.1,5.1,10,9.2,2,0
CRS3035RES1000mN2149000E4278000,1000,102,48.1,4.9,13.9,1,34.1,2,2286754,4349,14,34.1,9,1,14.9,23.2,0,0,1,0,5.1,9.9,3,13.9,24.9,11,22.2,11,0
CRS3035RES1000mN2149000E4279000,1000,300.5,130.9,22.9,37.1,8.2,92,12.9,7139011.9,13948.8,28.8,102.1,3,3,62.8,61.1,1,0,3,4,17.3,29,8,34.2,53.8,51,81.1,19.1,0
CRS3035RES1000mN2149000E4280000,1000,659,349.2,90,167.2,10,118.2,55,12478009.6,27171.1,271.2,78,10.2,19.2,59,259.8,1,19,20.5,7.1,42.7,54.8,30.9,106,144.8,99,102.1,51.1,0
CRS3035RES1000mN2149000E4281000,1000,342,146,26.2,39.2,7,95.1,17.8,7285253.4,12984.9,52.1,93.9,5.2,0.9,11,128.9,0,0,17.9,6,17.3,19.5,24.2,60,77.1,56.9,52.9,10.2,0
CRS3035RES1000mN2152000E4273000,1000,34,19,5,9,0,9,2,637078.2,1426.9,12,7,11,1,2,5,0,0,0,1,0,0,3.1,5.9,5,5.1,5.9,8,0
CRS3035RES1000mN2152000E4274000,1000,107,58.1,22,27,1,41.1,10.9,2071377.5,4311,26.1,32,46.1,0,4,8,0,0,1,0,5,4.8,8,14,18,22,22,11.2,1
CRS3035RES1000mN2152000E4275000,1000,20,11.1,0,5,0,7.1,2,509642.2,1153.1,4,7.1,2,0,5.1,4,0,0,0,0.9,0.9,0.9,0,1.1,2,7.1,5.1,2,0
CRS3035RES1000mN2152000E4276000,1000,99,55,12.1,24.9,1,28.9,8,2355385.6,4354,20.9,34.1,26.9,6.9,9.1,11.1,1,0,5,2,1,4.8,5,13.1,19.1,27.1,14.9,7,0
CRS3035RES1000mN2153000E4275000,1000,101,54,11.9,25,3,29,7,2097032.5,3712.9,36.2,17.8,28.9,6.9,9.2,8.1,0.9,0,1,0,5,6.1,6.1,13.9,21,7.9,32.1,7.9,0
CRS3035RES1000mN2153000E4276000,1000,124,68,29,33,2,32,10,2294942,4228,42,26,48,4,4,11,1,0,4,1,4.1,6,7,13.9,22,23,27,16,0
CRS3035RES1000mN2153000E4277000,1000,185,80.9,21.1,28.9,7.1,43,6.1,4277728,8851.9,30.2,50.7,1.9,3,34.2,41.8,0,0,9.9,7.6,7.5,15.9,6,27.1,34.2,26,40.8,10,0
CRS3035RES1000mN2160000E4231000,1000,136,80,28,40.9,0,51,11,2721072.1,5873.9,46.9,33.1,66.1,2.9,3,7,1,0,5,0,3,8,7,13.1,28,29.9,22,20,0
CRS3035RES1000mN2160000E4272000,1000,46,25,7,15,3,17,3,990250.9,1820,11,14,16,0,6,3,0,0,1,2,6,0,0,7,9,6,6,9,0
CRS3035RES1000mN2160000E4273000,1000,100.5,46.9,9,18,2.8,26.9,1.8,2226735.2,3517,26.9,20,26,2,8,10.9,0,0,4.6,0.8,4,7,2,18.1,17.9,15.1,17,14,0
CRS3035RES1000mN2160000E4274000,1000,165,69.9,17.1,16.1,2.9,51.9,11.1,3556276.4,8060.2,26.9,43,4.1,2.7,33.9,28.2,1,0,6,3.9,7.2,9,9.1,20,27.9,17.2,48.9,15.8,0
CRS3035RES1000mN2160000E4275000,1000,1464.5,737.1,150.9,334.9,27,281.1,126.1,28675266.4,52085,582.9,154.2,5,25.9,162.1,541.1,3,133,101.3,48.9,92.5,114.4,86,365,301.2,152,149.2,54,0
CRS3035RES1000mN2160000E4281000,1000,41,18,2,5,0,13,0.9,946636.1,2000.9,6,12,0,0,10.9,7.1,0,0,0,0,0,3,3.1,6,7,5,11.9,5,0
CRS3035RES1000mN2160000E4282000,1000,141,58,9.9,19.1,5.9,45,4.1,4078024.5,6652.1,12.9,45.1,0,1.9,18.1,37.1,0.9,0,4.9,0,10.9,16,11.1,16.2,35.8,14.1,24.1,7.9,0
CRS3035RES1000mN2161000E4231000,1000,52,23,4,7.1,1,18.9,2,1085613.7,1750.1,10.1,12.9,8.1,0.9,9,4,1,0,1,0,0,3.9,4,5,12,9,12,5.1,0
CRS3035RES1000mN2161000E4273000,1000,335,162.1,27,61,7.1,102.1,20.1,8138801.5,14309.9,65.1,97,66.1,6,51.8,33.1,5.1,0,4.4,3.9,16.1,28.5,16.1,39,73.9,47.1,82.9,23.1,0
